uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
nmqmct09,2163227,Veronica Williams,1,-1.7,0.8,0
nmihuw68,9847758,David Graham,1,-1,4.1,0
norxeh88,8186524,Francisco Clark,1,-4.3,0.2,-99
asbxck50,4375039,Patrick Kehew,1,-4.7,-2.5,0
jnvccc75,1337913,Maria Burnsworth,1,-2.4,2.2,-99
nsaita69,8054242,Robert Mountain,1,-3.5,1.6,-99
ngjxxa94,4884602,Ken Lenderman,1,-4.2,-0.4,-99
nnacwq46,3366441,Irene Steele,1,-4.6,-3.1,-2.9
kfdpaq59,5819078,John Albrecht,1,-3.2,2,-99
wuuwzl59,4148452,Emmanuel Lopez,1,-4.6,1.8,-99
lnqriq42,3623076,Rosalyn Williams,1,-3.8,-0.5,-99
tgeqsh39,6567962,Willie Cunningham,1,-3.9,1.8,-99
zjvcnc72,8308046,Mary Perkins,1,-5,-1.4,-99
gzbpkx42,9739416,Roy Fatica,1,-5,-2.4,-99
tujcsu99,8552032,Jim Bennett,1,-4,-1.4,-99
fspjtn89,1646131,Richard Havenhill,1,-0.1,0.5,0
vhuqdy24,4153794,John Dunleavy,1,-3.8,-1,-99
luqsle25,3583772,Nick Bond,1,-0.3,2.7,-99
rsnptw93,3871717,Charles Dubin,1,-0.8,2.6,5
lviepk05,3356183,Latasha Gorman,1,-4.4,-0.6,-99
bfecyi61,0106581,Mary Kinney,1,-4.6,-3.2,-99
linoav17,8086724,Michael Brodeur,1,-3,2.8,-99
iwmwyw09,9936509,Betty Scott,1,-4.8,0.2,-99
mblziw76,3848952,Alice Maldonado,1,-3.8,1.5,-99
jtowzs98,9678798,Sharon Childs,1,-3.9,-0.9,-99
cffevc54,2822392,Jacquelyn Dilliard,1,0.4,2.3,-99
asdiem03,1828763,Otis Gonzalez,1,-5,-5,0
rewdgf49,4177943,Mildred Saetern,1,1.7,3.2,0
ocoyfk48,9884573,Earnest Gomez,1,-0.1,0.7,-99
vqbooy89,8554019,Roger Hennessy,1,-1,2.2,1.5
dqzkhc66,2542028,Sandra Evangelista,1,-2.9,1,-99
oaihtw08,9325190,Edward Levitan,1,0.5,2.2,5
yqexem31,0870528,Debra Roy,1,-0.2,1.7,1.7
kqltvb27,2733630,Mary Feliciano,1,-0.2,1.7,3.3
metoas17,1867318,Martha Blakely,1,0.7,-0,5
zisucd85,9148072,Hilda Turner,1,-0.9,3.3,3.3
dmbqxq41,8622898,Susie Miller,1,-2,2,0
nwntws05,4884290,Linda Lawrence,1,-1.4,2.5,-1.7
rbpzes75,0703850,Fannie Holmes,1,-4.4,-3,0
nejlqs06,3018667,Bennie Daniels,1,0.5,1.1,0
hkvjhz04,7584162,Betty Walker,1,-4.1,-2.8,0
vxhnko75,8094831,Arthur Bavaro,1,2.7,0.3,0
cqrndq55,8917900,Josephina Tolan,1,3,3,0
ibdtuy78,9943583,Meredith Wagner,1,-0.1,1.4,0
hgmuhe41,9230354,Thomas Ewing,1,1.8,1.5,2.5
zhuytl73,7654046,Bernice Poirier,1,0.7,1.6,0
bavvtb63,2049038,Stephanie Collins,1,-3.1,-4,0
jzldll33,4967541,Mario Tucker,1,-1.3,1.6,0
bmojcy93,6922064,Louis White,1,-1.3,1.2,0
ujehsh02,1823988,Jeremy Richardson,1,-3,-2,0
mxjgwf47,1919611,Lyle Rivera,1,-0.5,1.2,0
ncuzrd89,5368439,Carlos Geyer,1,-0.5,1,-1.7
bjckwe34,0102372,Cynthia Richman,1,1.9,1.5,0
pywxcp58,5364234,Robert Hill,1,-3,-0.8,2.5
zdleia61,5614332,Amanda Turner,1,-3.9,-1.3,0
jtzjce85,5840574,Joshua Plaut,1,-0.4,-0.5,0
exsynx51,7253948,Gayle Culnane,1,-2.8,0.9,1.7
lygryw22,8602966,Calvin Leach,1,-2.2,0.2,0
jcukeu26,9134639,Patrick Honey,1,0.4,1.1,0.7
yqrtjt76,6486246,Heather Landau,1,0.2,2.5,0
hqyofj78,8740734,Christel Mares,1,-2.5,1.1,0
ldsquo32,1849572,Latonya Hilliard,1,-3.4,1.9,0
izqaim21,1313138,David Corbett,1,-1.1,2.9,1.7
tpzysc14,1260415,Oscar Reed,1,-0.7,-2,0
wxbaqz84,5943069,Clyde Rizzi,1,-2.7,-2.1,0
izqazf91,5113548,Christian Winkler,1,-0.6,1.3,2.5
oavjsq00,3780993,Anita Fuchs,1,-1.2,1.3,0
hyhlmn82,3310325,Kimberly Meyer,1,-1.2,2.5,0
xgedkd46,7270877,Thomas Wolff,1,-3.6,0.2,0
zysrqa85,4414500,Whitney Jackson,1,-1.8,-0.3,0
ntpery65,0460288,Salvatore Ellison,1,-1.6,0.2,0
xetbep10,4652067,Melody Griggs,1,-2.3,1.2,0
ymvida47,2368534,Juan Reynolds,1,-0.5,0.7,0
uuejqp58,2232650,Allison Petersen,1,-1.5,-0.8,0
unzhyt53,7697630,Amber Campion,1,-2.8,-1,2.5
mplpdg42,4443806,Alice Pariente,1,-3.6,-1.6,0
rpglaw82,3625093,Bobby Schneider,1,-3.3,-0,0
xxunbj22,8628789,Thomas Erickson,1,-0.8,3.1,2.1
zrcgnw18,3183378,Kayla Rivali,1,-2.1,0.2,0
skwpqz18,4162367,Betty Leake,1,-0.5,1.4,0
nrpewl09,2497033,Tricia Garland,1,-1.6,1.4,0
nedjnl26,5127886,Jennifer Postlewait,1,-1.8,0.2,0
wqeqnl32,4893056,Jeffrey Mullins,1,-3.9,-1.4,0
splcos39,1199381,Francisco Harvey,1,-3.1,-1.9,0
zuofjs86,8831028,Gilberte Perry,1,-1.6,-1.4,0
pvczve00,1848738,David Traylor,1,-0.9,0.9,0
njgjui95,5769087,Laurence Barr,1,-3.3,-1,0
zkghms08,6242832,Douglas Huffman,1,-2.1,0.6,0
iqlxhv02,3668737,Mary Preston,1,-3.2,-2.6,0
dmuasr48,0664691,Christine Smith,1,-0.4,2.4,2
hfkukb27,3552565,Kelvin Mcbride,1,-0.9,0.8,2.5
fgdzlu68,2657463,Amy Shaffer,1,-3.5,2,0
denohz45,1177598,Peter Clayton,1,-2.8,-1.3,0
fwytqx27,8868994,Emma Marston,1,-3.2,1.2,0
cpfedv00,4524729,Mary Nelson,1,-2,0.3,0
gfkjzh19,9254363,Timothy Grant,1,-2.5,-1.1,0
nykegv10,7153154,Doris Macleod,1,-1.7,-0.6,0
rtnooe18,6025429,Kevin Evans,1,0.2,2.3,0
pprxwc00,9198351,Harry James,1,2.3,4.3,0
bofttk59,3050217,Robert Kavanaugh,1,-2.7,-0.1,2.3
ryepfn60,2565102,Kenneth Johnson,1,-2.1,1.4,0
uughwv02,6944642,Betty Ayala,1,-2.2,-0.6,0
cafnar58,9089812,Bob Williams,1,-4.1,0.8,0
bnvihq36,2507136,Shane Combass,1,-2.9,-0.8,0
abtpug08,7072649,Jacob Bradford,1,-1,0.6,0
dirsuj13,1574241,Sophie Jones,1,-4.7,-1.9,0
oobfao10,6479665,Rosalinda Hass,1,-2.1,2.5,0
yynscy73,1745055,Todd Mcclendon,1,-3.8,-1.7,0
oibqqe49,2327159,Barbara Arvin,1,-2,0.2,0
nrwyol17,1129638,Sharon Sandifer,1,-2.3,0.8,0
brcdfh11,0195103,Matthew Glotfelty,1,-4.5,-1.1,2.5
wtkxyy28,3895287,Raul Vichidvongsa,1,-4.6,-2.2,2.5
urqsgs35,9916938,John Perry,1,-4.9,0.4,0
lmbaob97,3049809,Barbara Daniels,1,-3.7,1,0
lemeed96,2646824,Herbert Malloy,1,-3.3,1.3,0
nutiur33,1656430,John Wagoner,1,-3,-0.1,1.7
helkhr44,4622765,Melissa Brown,1,-0.6,2.9,0
wxgvbf08,4618917,Michael Mitchell,1,-1.6,-0.4,0
tmyknv14,7132312,Ellen Gloria,1,-1.1,2.7,0
queukq01,8088100,Silvia Alloway,1,0.3,2.2,0
huhqip62,1107206,John Collis,1,-4.9,-0.4,0
lfaoym39,7929921,Audrey Rawson,1,-3.4,0.3,0
jzkfpu49,3598294,Douglas Harrison,1,-1.2,0.6,0
cdianz65,9495033,Alex Rankin,1,-3.8,-2.2,0
rpuepz75,4441386,Denise Smith,1,-1,0.8,0
lttgtz83,1190054,Kevin Patterson,1,-3.3,-0.8,0
esskec70,0568743,Frank Ortiz,1,-2.4,-1.6,1.7
gbhlut16,6244485,Kyle Davis,1,-3.5,1.4,2.4
xsaikx46,1418690,Tania Guerrette,1,-2.9,-2.2,0
nqptfd80,1398407,Kendrick Collins,1,-0.6,1.9,0
ivmfhn59,0817741,Cynthia Bland,1,-2.2,0.6,0
wjmlrd57,1710956,Iris Whittenburg,1,-4,-3.2,0
apngcy06,1855348,Stephanie Ryan,1,-1.9,2.5,2.5
sovtnd81,5353188,Robert Clemons,1,-2.8,-0.4,0
hkkgfw23,0686020,Paula Carr,1,-4.1,0.6,0
gmptpv49,3031824,Suzette Howorth,1,-2.2,1.7,1.7
drerbr74,1070991,Marcia Buggs,1,-1.3,-0.2,0
umwfvg53,3431243,Anna Gonzales,1,-3.3,-1.4,0
zgeaeu57,5962455,Irene Begay,1,-2.6,-0,0
oqsahx58,4620303,Serena Thiel,1,-0.1,3.1,0
dpqgbz58,2015313,Bruce Davis,1,-2.1,-0.4,5
skqudd39,0092462,Darlene Hoke,1,-2.1,1.5,3
qilmcr98,6840257,Ronald Raposa,1,-2.2,0.3,3
gnswgj66,6650504,Virginia Monti,1,-1,0.2,3
zvghux70,6969818,Kelvin Bates,1,0.5,2.8,5
kxhdou89,9042037,Steven Harmeson,1,-0.8,1.9,4
eehdfb41,1844288,Heidi Kim,1,-0.1,1.5,5
ogyaec72,5417570,Mittie Young,1,-1.5,0,5
llshqw16,7263138,Bruce Mcgee,1,0.2,5,2.5
kjrhjs71,8123507,Michael Cunningham,1,0.6,-1.3,5
tasuiw15,5402067,Thomas Maco,1,0.6,1.7,5
fmczrn46,7243677,Robert Summers,1,-2.8,0.6,0
gdcisi35,7448104,Maria Walczak,1,-1,0.1,0
vouiye11,9757837,Dominic Wing,1,-1.9,1.1,0
opgtwq55,3617315,Kathy Harden,1,-0.5,-4,0
qoxcip17,8319936,Rachel Matthews,1,0.5,0,0
jpfouf32,0144872,Michael Darden,1,-2.7,1,0
amfyqs23,8356367,David Jenkins,1,-1.2,0.8,2.5
eugvcz60,4859020,Wayne Carter,1,0.8,0.8,0
yhtasi84,9208526,Paul Christ,1,-0.5,-0.3,0
eorifa29,9144148,Gregory Whitrock,1,-0.2,2.9,-2
qjugkq44,9891621,William Shone,1,2.8,4.6,0
jwxquw95,9760648,James Fallenstein,1,0.8,1.9,0
snoyup57,7749000,Jerold Jackson,1,0.2,0.6,0
hekgpt51,6389695,Emily Roberts,1,-0.1,2.1,0
ubzvms18,6297918,Timmy Ventura,1,1.5,3.3,0
vcpdsz98,3667269,James Paulino,1,1,1.8,2.2
vimqrv96,1485766,David Watkins,1,3.2,3.9,0
wftpfe66,4890392,Chad Bowthorpe,1,2.1,0.6,0
zkqnwt43,7797867,Brian Jordon,1,-2.1,0.7,0
expoqf55,5625500,Ramon Carder,1,-2.8,-0.3,0
vsnvfu33,2509413,Thelma Johnson,1,-2.1,2.2,0
acejvd70,5839246,Livia Ebel,1,-2.2,1.1,0
gzdcde65,8041321,Christopher Partridge,1,-0.2,-0.6,0
tbtkgr10,9583173,Lisa Wright,1,-1.2,0.1,0
bhtqbv90,4413890,Estella Haynes,1,3.1,2.8,0
rirutl11,8530286,Laura Pigman,1,2.2,4.4,2.5
yjlkbi96,0515832,Edward Ahrens,1,1.3,2,0
cslovu48,0268697,Elizabeth Black,1,-2.4,2.5,3
kslunl19,1672403,Marilyn Labbie,1,-1.4,3.4,5
zpsiej46,1475650,Crystal Atwood,1,-1.9,1.7,5
cttzpf11,0838141,Gregory Larson,1,-3.2,0,5
hjrjyy75,4786642,Darin Crothers,1,-1.6,3.3,5
tfjxig57,4475090,Deborah Arellano,1,-1.5,2.2,5
iqfaub01,0352061,Steve Kim,1,-3.1,0.7,4.7
mkqikc81,6093737,Terrance Torres,1,-3.7,-1.7,5
ebgmdu75,4966529,Deborah Weinberg,1,-1.7,2.5,5
megqzh35,1051408,Catharine Marino,1,-1.2,1.9,5
tjhmyv26,2213291,Sarah Pruitt,1,-3.6,0.6,-99
hzqeaa54,8468971,Pedro Gonzales,1,-3.1,-2.5,1.5
zeqzvy28,7621808,Joshua Lewis,1,0,3.3,1
uilaqx81,1883558,Randy Walter,1,-1.7,1.7,5
cbpwsp70,1232326,Ricardo Campbell,1,-1.9,0.6,-99
zgnulf91,4086610,Jose Coleman,1,0.2,0.9,5
djrrlk50,9533419,Michael Ellis,1,0.9,1.7,3
hhmvgw85,6743176,Barbara Allen,1,-1.1,2.8,5
dhryoe36,9445596,Joan White,1,-2.2,3.3,1
ppzhqy44,9647183,Diane Salinas,1,-1.3,1.2,1
adyojm04,7380595,Michael Stewart,1,-0.2,3.9,3.3
mnrvor99,0895164,Deborah League,1,-0.4,2.2,5
oqsant14,3757400,Cynthia Jenkins,1,-3.5,0.5,5
obvule44,1890770,Richard Arno,1,-2.1,-1.9,-99
dccmnx56,1121754,Ronald Givens,1,-0.6,1.3,-99
hcuzvu97,5537257,Jeffrey Pickett,1,-4.3,-1.1,-99
gykmmn32,7989153,Bryan Brown,1,-3.4,2.5,1.5
eyobed42,4729150,Herman Stiggers,1,-3,1.7,5
ohgxdc06,6766153,Manuel Blackshear,1,-3,-2.2,-99
hniqrj85,7921508,Benjamin Gerlach,1,1,4,5
xhcvsl71,8477674,Frank Bankhead,1,-4,-0.7,-99
ropcqb55,8992944,Penney Cameron,1,-0.9,5,5
sjbgcj09,0713653,Mark Heflin,1,-1.6,1.2,-5
jeeeyl06,3386688,Randall Hollingsworth,1,0.2,2.5,3
nlvfsh70,4308522,Sharon Boyles,1,-2.4,-0.4,-99
udkhxd53,4552841,Irene Transou,1,-0.8,2,2.5
xclckj07,1000059,Charley Boyd,1,-3.4,0.8,5
axzylg80,9133370,Kristine Sansoucy,1,-3.6,1.2,5
wtrhrl15,7108151,Joseph Clark,1,-2.9,1.4,2.5
untdbx80,7218520,Tina Tracy,1,-3,4.2,3.3
ruzabr76,3813817,Stephanie Davenport,1,-1.9,0.8,0.5
dykryi35,3203037,John Montz,1,-1.6,2.9,4.8
zljlsm65,5473814,Brenda Terry,1,0,3.1,5
tqunyq13,4026634,Rick Simmons,1,-1,3.3,5
subkad10,4017034,Angela Talton,1,-0.7,0.8,1.5
msaefo55,7859075,Kyle Love,1,-2.7,-3.2,-3.7
xaeetg18,3199742,William Garis,1,-3.5,-1,5
wnvpaj99,5258456,Elbert Holley,1,-1.2,-1.1,0
mwvmxs03,3782738,Carlota Johansen,1,-0.5,1,1
lasiqg07,2546161,Kathleen Ferguson,1,-0.5,-0.4,4.4
ttbgtu78,4554017,Ena Nighman,1,-2,-0.5,4.8
wvwjag46,4990485,Lillian Bowers,1,-2.8,-1.2,3.8
pjzbmg86,7247973,Arline Huckins,1,-2.4,0.7,3.6
cuptlm93,0736042,Gina Marques,1,-1.2,-0.3,1.7
nfwmdj05,9299756,Tyler Brown,1,-0.2,2.8,4
qbonoa95,3656516,David Hunter,1,-0.2,1.6,1.5
nqyoxv62,2181130,David Goldberg,1,-1.3,-0,4.2
ripksq82,5101582,Andrew Villarreal,1,-3.3,1.9,2.3
ilfzik74,3599894,Jamie Arneecher,1,-3.2,1.2,1.7
bcedtd97,8009946,Eric Howell,1,-3.6,-3.4,3.9
cihinh42,9661551,Alicia Koch,1,-2.2,-0.6,5
gzizer60,0641070,Robbie Garcia,1,-1.4,0.8,5
epgvpu67,1983322,Melvin Brown,1,-0.2,2.2,0
gopbjb28,7253771,Deborah Anderson,1,-0.3,-0.2,3.3
plnnrt03,2352111,Anthony South,1,0.3,1.1,2.5
qdohrn08,6198224,Ruth Obryant,1,-2,2,5
pngkvz68,8433675,Michael Randel,1,-1.7,-1.1,5
tepkrf83,8994813,Anna Keith,1,-1.6,0.4,2.1
yjdxcu34,2229302,Benjamin Davison,1,0.2,-0.9,5
jbhlkk62,1473943,Georgia Kelly,1,-1.5,0.4,5
veeqlw18,5054088,Laura Cheever,1,-1.5,1.5,5
crskwa77,4637085,Vonda Sims,1,-2.1,1.4,5
hvprer65,5166484,Darlene Higgins,1,-3.1,1.2,5
oglhxh75,7376845,Eddie Davis,1,-0.9,1.4,0
qdhwbx31,3884272,Scott Baker,1,-2.3,-1.3,5
vlblwq29,8502573,Vanesa Myers,1,-1.6,0.5,2.5
jcowdw02,7905198,Jeanette Grant,1,-2.2,-2.3,5
cuaqkv67,9996742,Ellen Smith,1,-0.7,0,0
ptdroa09,3138778,Jaymie Grant,1,-1.4,1.2,1.7
nkkdxk84,6719027,Alfred Vinson,1,-1.5,-0.2,5
vtsjeg52,5745241,Maira Masterson,1,-0.2,-0.1,0
lnpsrm92,0719956,Richard Huerta,1,-2.2,-0.8,-99
fkqylo12,6669429,Coleman Hartford,1,-1.5,-0.3,-99
bkznmy02,7157698,Eric Bouffard,1,-3.9,-1.7,-99
ogbvyq95,8765966,Wilfredo Busby,1,-0.1,0.9,-99
zxqnok20,8477245,Edith Jimenez,1,-2.9,0,5
xbgmfs31,5741175,Sandra Wright,1,-2.9,-1.8,-99
xhczmp10,3259865,Michael Jones,1,-1.6,0,-99
rsfrde68,9915980,Jason Smith,1,-1.9,1.2,5
xxjseg60,7285299,Stephen Cummings,1,-4.2,-2.9,-5
xsrhzl14,0677721,Arlene Chapman,1,-2,-0.1,-4.1
yzkaqt20,1727715,Emmy Mahan,1,-0.3,2.7,-4.1
kklnko97,8955221,Laila Starr,1,-1.8,2.9,-1.4
xyjzsu02,6787819,Lisa Vang,1,-2.1,2.2,-4.5
hoprub45,9549311,Shantel Sullivan,1,-1.3,2.1,-4.1
nnztzg00,0358062,Frances Rice,1,-2,1.7,-5
cxjfak67,2407525,Albert Lowe,1,-0.9,2.3,-4.1
lawujt04,1744043,John Salazar,1,-2.8,-2,-99
oldjxl47,5753489,Matthew Pickering,1,-1.5,2.5,-99
vrmrtn94,6099612,Martin Porter,1,-1.8,0.8,-1.7
dwpuyw14,9731088,Anthony Barron,1,-1.8,0,-99
yqwojj41,2511284,Breana Craft,1,0.2,0,-99
xfvfth80,8677237,Joann Laubhan,1,-0.8,3.3,5
mowqvj66,2704325,Ouida Freeman,1,0.4,0,-99
pluvlr90,5066555,Theresa Ritchie,1,-0.7,1.8,0
adwmaz00,4149990,Pauline Loveman,1,-2.9,0,0
comrny85,1365054,Erin Hayes,1,-4,-4.7,-99
dpmnhm60,9624126,Rochelle Biss,1,-1.3,3,-99
cylkny59,6050442,Eileen Southworth,1,-2.4,0,0
xrxuve19,6706771,Traci Smith,1,0,1,0
yotrxa18,9383102,Shelia Malinski,1,-2.3,0.5,-99
ywzeju86,0758330,Christine Andrew,1,-0.7,1.3,-1.7
elvhpx66,9585283,Monique Null,1,-1.9,0.4,-99
lhrmld99,6337217,Patricia Byrd,1,-4.5,-2.3,0
joatyx38,5230463,Helena Paquette,1,-1.1,-0.6,3.1
mbzcqd11,3547238,Jose Calvo,1,-0.6,-0.6,5
ypfvtf69,9636559,Michael Juenemann,1,-1.9,0,2.5
tdjvve34,2966892,Kevin Jackson,1,-1.6,0.8,2.5
scflkg22,9873493,Richard Herrera,1,5,5,-99
pthyoe98,6997910,Linda Ellington,1,-1.3,-0.8,-99
icnesp26,0175202,Peggy Montgomery,1,-1.3,-0.3,-99
nhxmsm89,4164459,Aaron Diaz,1,-0.6,-0,-99
gabbne91,6605539,Norman Mccullough,1,-3.2,0.1,-99
iwtwvs81,5528968,Charlie Onisick,1,-1.9,-0.5,-99
vrmwet60,7506874,Carol Robinson,1,-2.1,1.2,0
spkspp13,9731215,Lola Kanish,1,-2.5,-1.7,0
rdbdjf25,8365979,Joseph Breeden,1,-0.6,1.2,0
nxtdpf82,7922835,Cynthia Kent,1,-4,-2.1,-2.5
rujxcq39,9175917,Allan Sum,1,-1.3,3,2.5
gmuhkw92,9826141,John Bormuth,1,-1.9,1.2,2.5
qhhioz71,9880908,John Braxton,1,-1.8,0.7,-2.8
ourfrh62,4692462,Gregory Delgado,1,-1.3,3.3,5
iwbpmb74,5674769,Michael Pinsonnault,1,1.8,2.6,2.5
mupnrj75,8386130,Lorraine Adkins,1,-1.6,1.5,5
mhtziu43,7959282,Thad Moistner,1,-1.3,1.4,0
lpbkvs39,8315944,Louis Shafer,1,1.4,3.6,0
hbewmb37,6950492,Hal Seid,1,-1.7,-0.6,0
uozldj59,0638937,Johnnie Welch,1,-2.1,-0.2,0
wzxfwz62,2710761,Tammy Kaupp,1,-2.4,0.2,0
tapjzp18,7526722,Louise Fournier,1,-2.1,0,-99
glrsbs74,4921685,Janetta Fridley,1,-1.7,0,-99
kbxslc86,0678130,Terry Gutierrez,1,1.3,-1.7,-99
fwkhew16,7626317,Paul Shoop,1,-3.9,-3.3,-99
xpmhqj82,6853361,Darren Coffey,1,-0.7,1.7,-99
srpzhx18,6212514,John Husted,1,-2.6,3,1.8
ksmbiy46,1469169,Karen Osburn,1,-0.7,2.8,-99
jiwboo90,8177178,Joseph Gloria,1,-5,0,0
gubvbi91,0762850,Steven Digiovanni,1,-5,0,-99
qokhpj80,1920885,Renee Oneill,1,-3.3,-1.7,-99
tkgrub07,8660587,Richard Vanpelt,1,1.3,4.6,-99
utccex85,3339112,Amber Morton,1,-5,-5,-99
mlgufi09,3906258,Leonard Quiggle,1,-1.9,3.6,0.3
lfedes54,7130364,John Marks,1,-5,-1.7,-99
hafndb19,2038285,Charles Rubenstein,1,-1.2,1.5,-99
dpmsne21,6748029,Jane Fowler,1,-0.2,-1.4,5
ojkiwx14,7235221,William Newton,1,-2.5,3.8,2.5
ixwros48,2417997,Carol Bibb,1,-1.6,2.8,-2
brdycd11,7914662,Roosevelt Childs,1,-3.8,-2.5,-99
frsett64,4799377,Eric Cothran,1,-1.5,2,2.5
tifxdm44,2974746,Angela Henderson,1,-3.3,1.1,-99
roqugt86,3586111,Kevin Truman,1,-1.7,4.3,-99
kiqujh36,4077685,Matthew Eller,1,-1.4,1.1,5
aqjkpf65,8986878,Anita Aaron,1,-1.7,-0.6,5
hchqqm78,9559482,Salvador Elliott,1,-2,-3.9,5
xzzsno64,6464091,Shannon Erickson,1,-2.6,-1.4,2.5
rswvau38,6794429,Justin Newton,1,-1.6,0.3,-5
haicpn98,0353399,Larry Graham,1,0.7,-1.7,2.5
uqirpw90,7178009,Clarence Vandiver,1,1.9,2.2,5
xgihty34,8541779,Timothy Stevenson,1,0.9,1.8,5
owlicv11,7683716,Teresa Rodriguez,1,-0.1,1.9,0
obscrl25,9129495,Thomas Castellucci,1,-0.8,2.5,-4.1
kqjtak57,5078025,Christopher Thurston,1,-2.5,-2.8,0
zdlwlf84,6171278,Robert Hossain,1,-2.5,0.4,5
ralyiy06,2547857,Antonina Russell,1,1.7,0.4,5
ujowot80,7519378,Jennifer Coleman,1,2,1.1,0
mafdnw68,7165677,Nancy Forsberg,1,-0.9,0.7,5
vijbol36,2878103,Gay Ovando,1,4,1.9,-99
xmkvdj99,3108253,Susan Jones,1,0.3,1,-99
kxriik91,0511155,Nancy Ruelas,1,-0.1,2.4,5
fjmxwb81,5825059,Patricia Burns,1,0.6,0.7,-99
xzswag85,7332064,Carl Werra,1,0,0.8,-99
oejthl96,1769013,Elsa Gabriel,1,-2.5,0.1,0
dfdoor99,5095472,Shirley Hubbard,1,-2.7,-2.2,0
xsztvf00,3137160,Michael Grollimund,1,2.7,3.1,5
bhgxzn80,8344092,Paula Taylor,1,1.7,0.4,5
xqkapd60,5915595,Bessie Comer,1,-2.6,0.7,5
rcfcjo48,9818536,Rachel Cash,1,-1.5,1.8,2.5
zfepsz31,2699807,Carol Mckennon,1,0.5,0.4,0
yxvdbx05,9868966,Peggy Griffith,1,-2.7,0.4,5
gbtots68,0511205,Muriel Odell,1,1,1.8,-99
urqgvb82,2478686,Juana Mcdonough,1,-0.3,-0.7,0
hgtkce70,0715904,Janelle Clark,1,1.9,2.7,5
izmdso34,8559764,Gordon Miller,1,-1,0.6,-99
nuxuxx26,5552707,Donna Tamayo,1,0,0.8,-99
svqrjg59,9556070,Edward Wolf,1,-3.8,1.2,0
xrwggr21,8971494,Donald Forbes,1,-3.6,1.3,2.5
gkwluc64,8056775,Joseph Anderson,1,-1.6,1.2,0
oksmop00,5889865,Anthony Johnson,1,-5,-1,0
pnjpix86,7050975,Thomas Kelly,1,-1.7,-3.3,0
mprwnr99,0976085,Cristina Johnson,1,-1.7,1.1,0
sbkbtl46,6629942,Roy Mcrae,1,-3.3,-1.7,0
wivuin79,3752030,Courtney Wertheimer,1,-3.3,-1.7,0
gpbphr24,6502139,Edgar Lopez,1,-4.4,-1.7,0
dpxesj02,7641588,Danielle Sotelo,1,-2.5,1.7,0
nnsjsj21,2126721,Dolores Rocha,1,-1.4,5,5
wlufgm34,8708854,Joseph Arnold,1,-0.1,5,5
nbyojp93,4200471,Wilma Judy,1,2.3,2.8,5
vpzquy00,2181241,Laura Gibson,1,-2.5,-2.5,-99
hjiudu59,8120388,Carrie Marrow,1,-2.8,-0.6,2.5
adckjd76,0250083,Chad Sanchez,1,0.8,2.2,5
efzatr70,6812316,Barbara Cobb,1,-0.8,1.7,2.5
avlkxf35,5705450,Dustin King,1,0.8,2.2,2.5
bwvgyn75,5762727,Jose Bell,1,-2.8,1.1,5
dkqjlt87,2254129,Eileen Staker,1,-3.4,-3.3,-99
voersj38,8252034,Eugene Musigdilok,1,-0.3,0.6,-99
nqfpxu53,4992978,Jack Winters,1,-2.8,0.4,-99
jvggjg79,3386992,Maria Palmer,1,-0.2,2.4,0
acrtib61,5097283,John Burton,1,-2,1.9,-99
vcpavf21,9667587,Robert Dalton,1,0.2,-0.4,0
ajraqi86,7680282,George Fagan,1,-2.4,1.7,-99
aefinq11,3230864,Shannon Roule,1,-3.7,1.6,0
zxsutt15,6505608,Thomas Clark,1,2,0.9,-99
ftjpkx38,6091873,Shelly Forrester,1,0.6,0.8,-99
huhtsq92,7632343,Delores Chase,1,-0.7,0.3,0
fhkcjz19,1414811,Jonathan Eash,1,-0.9,-1.5,5
kywbsk49,5655572,Bradley Klein,1,1.5,0.3,-99
zlzigx11,8981702,Joshua White,1,-0.6,0,-99
zrlilb63,4678508,Ryan Archer,1,0,-1.1,-99
hghnuo09,4287001,Laurel Mast,1,0,-0.6,-99
rbprne53,1788251,Tammy Palmer,1,0,0,-99
wuyoox48,0572024,Connie Tennon,1,0.3,0.8,-99
madrpx83,8284375,Tori Mccoy,1,-1.6,1.7,-99
iayhiy78,7074077,Edgardo Wedlow,1,-1.9,-0.4,-99
xdojap51,5988025,Agnes Mason,1,-2.4,0.8,-99
uqzoir18,0875383,Thomas Fisher,1,-3.7,-1.1,-99
wsjjgv74,1619233,Nicole Lambert,1,-1.4,-0.4,-99
pmhepg84,7353316,Leila Doll,1,-1.5,3.9,0
okyzkc02,9895233,Florence Dibble,1,-2.5,4.2,0
fwregu51,7059128,Doris Murdock,1,-3.7,1.7,0
ophzod96,8825204,Joseph Kea,1,-4.3,3.3,0
sgrfcs84,2437972,Charles Jackson,1,-0.9,4.1,-0.7
oazgdr80,2161212,Barbara Cain,1,-0.6,2.5,0
qlqjkw95,7423893,Harold Whitesides,1,1.1,4.5,2.9
lmqhfb53,5530892,Leroy Willcox,1,-1,0.6,0
ztkdxd31,2764724,Kelli Wilson,1,1.4,1.7,0
cnvqyw89,6831800,Nilsa Ung,1,2.3,5,0.8
dovaaj42,5342298,Robert Merrick,1,-1,2.7,0
sagqqp87,0779831,Annette Meldahl,1,-0.7,4.2,0
yoqfdy17,3366539,Jane Burke,1,0.7,3.3,0
kztrjg29,9765142,Ted Tasker,1,-2,0.6,0
