uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
kltcsh95,1495009,Pearlie Wagner,0,-0.3,4.3,2.1,2,Jeanette Lindley,mmxgfl83
dprfdm37,0038879,Todd Townsend,0,-0.4,1.1,3.5,4.6,Irene Feldman,ekhymj67
ifypvq77,7477693,Vito Davis,0,-1.8,3.3,3.5,1.2,Michelle Cuellar,oqgnwy64
tydvku41,5164994,Frank Lopez,0,-2.5,2.5,4.2,2,Luis Yoxall,flgkpr62
qvgjat54,9030611,Connie Fultz,1,-2.1,-1.3,-2.4,-3.2,Dawn Curtin,sweucq96
snymkk81,1696251,Lottie Alvarez,0,-0.9,2,3,-1.5,Patricia Jackson,hfyvek38
viqyhh57,8364628,Gail Ramirez,0,0.7,4.3,4.3,3,Patricia Jackson,hfyvek38
uwmdyv64,3932489,Victor Mabry,0,-3,-3.1,-2.2,-4.9,Jeanette Lindley,mmxgfl83
afpreg09,2290222,Antonina Batson,0,0.7,3.6,1.6,2.1,Basia Murton,bm8567
uwsglj79,0817756,Diann Hathcock,0,-3.4,-0.6,1.3,2.5,Fred Johnson,fj123
jxanpe79,2177341,Norma Steege,0,-4.7,-4.4,-4.8,-3.9,Jeanne Mason,cnotli32
wfysnm63,7226613,Timothy Ottis,0,-0.4,2.4,2,4.2,Jeanne Mason,cnotli32
zpgifp26,0078717,Shirley Carroll,0,2.4,2.1,4.1,2.7,Kenyatta Berrios,ysftax93
aymbpo00,3509978,Holly Shipe,0,-0.6,-2.7,1.1,4.5,Paul Prince,wndznn45
legdab09,6943913,Linda Poole,0,-0.7,0.1,1.1,-4.6,Basia Murton,bm8567
yhqimk58,2490913,Amy Wimer,1,-0.8,3.2,4.7,0.3,Luis Yoxall,flgkpr62
opjusy93,1080028,Harlan Goshorn,0,-4.5,-5,-5,-0.2,Paul Prince,wndznn45
blpenv18,9991422,Patricia Guzman,0,-1.7,4.2,4.2,4.1,Kenyatta Berrios,ysftax93
tumimq12,7884531,Wanda Ariza,1,-3.5,1.5,0.6,2.6,Luis Yoxall,flgkpr62
uhiqxq07,0191037,Michael Geraldo,0,1.6,2.2,4.1,0.8,Irene Feldman,ekhymj67
fcognx54,8588620,Thomas Moronta,1,1.4,3.2,4.5,1.8,Luis Yoxall,flgkpr62
qmkykr32,3365394,Teddy Becker,1,-3.1,-0.7,2.3,3.8,Dawn Curtin,sweucq96
cnjbbt86,6914049,Clayton Odell,1,0.3,4.7,1.2,2.3,Basia Murton,bm8567
bjnmho61,4321099,Steve Woods,0,-0.1,4.6,4,3.1,Luis Yoxall,flgkpr62
zeosrg93,9889569,Julie Knox,0,-1.2,1.2,3.1,1.4,Jeanette Lindley,mmxgfl83
cjiqit49,1425133,Benjamin Meszaros,0,-0.7,5,1.9,-3.6,Marie Roberts,vnxici28
fqfpja50,7357812,Josephine Mcgill,0,-0.8,2.5,2.1,2.7,Jeanne Mason,cnotli32
ohdjkc02,0729597,Nathanial Lowe,0,-2.4,0.9,1.7,-1.7,Luis Yoxall,flgkpr62
hdoqli08,3621066,Dorothy Westphalen,0,-2,4.7,4.3,0.5,Jeanette Lindley,mmxgfl83
tlpihd94,6130487,John Buller,0,0.7,2,5,3.7,Samuel Dalton,wpqorn73
xpfhpn63,2393843,John Myers,0,0.7,4,1.2,4.3,Michelle Cuellar,oqgnwy64
aflqpz67,8711123,Tom Lingle,0,0.5,2.3,3.2,2.7,Samuel Dalton,wpqorn73
gjpuoy69,5844252,Robert Boone,0,1.5,3.2,4.2,1.4,Samuel Dalton,wpqorn73
aebhvp19,1607765,Regina Heinandez,0,-0.4,4.9,3.9,2,Basia Murton,bm8567
mktdrv84,3511414,Stephen Neal,0,-2.3,2.2,3.1,4.7,Marie Roberts,vnxici28
sbiycz59,9279764,Paul Marshall,1,0.5,2.9,4.7,-2.1,Emily Santos-Bacca,esb99
gmgriq45,2276745,Jessica Smith,1,0.1,2.1,1.5,-4,Jeanne Mason,cnotli32
cflxpn90,6673741,Mary Butler,1,-1.4,3.5,4.9,3.8,Patricia Jackson,hfyvek38
dbphog12,7417770,Heather Edmonds,1,-2.4,-1.5,-1.7,-4,Irene Feldman,ekhymj67
igeurs55,3185004,John Torres,0,1,3.9,3.2,0.3,Patricia Jackson,hfyvek38
uzlsmm80,8950155,Antoinette Williams,0,-0.2,4.8,4.4,4.1,Marie Roberts,vnxici28
vnxsru21,6900744,Frances Hodge,0,-1.8,4.4,4.1,1.1,Basia Murton,bm8567
kgvzin97,1446794,Rose Baker,0,0.2,3.7,4.4,2.3,Jeanne Mason,cnotli32
zcyipv63,8730786,Ronald Rattanasinh,0,-2.1,0.3,3.5,-0.6,Patricia Jackson,hfyvek38
hjyonh10,9804941,Joseph Casey,1,1.4,2.9,4,-2.7,Emily Santos-Bacca,esb99
djjiqu64,0482125,Juan Anderson,0,-0.9,0.7,2.7,-2.5,Paul Prince,wndznn45
pspmhu64,5230099,Richard Huskey,1,-0.5,2.3,3.7,4.4,Paul Prince,wndznn45
hykkie64,6027538,Thomas Cooper,1,0.2,2.8,3.1,3.7,Dawn Curtin,sweucq96
sznwoe89,8353131,Harry Calvert,1,0.8,4.6,2.5,4.2,Jeanne Mason,cnotli32
hhlqln00,4074817,Jay Wallace,0,0.7,2.3,3.2,-0.2,Jeanette Lindley,mmxgfl83
kjpeyg65,4314479,Destiny Navarro,0,0.9,4.5,2.3,-2.8,Basia Murton,bm8567
zbdaik68,2324316,Aaron Coore,0,3.7,1.1,4.4,2.6,Patricia Jackson,hfyvek38
wpbbmc64,7100587,Mario Graham,0,-3.3,2.5,3.4,4.3,Samuel Dalton,wpqorn73
klfyuz80,6839748,Loyd Long,0,-2.4,-1.6,-1.4,3.6,Basia Murton,bm8567
mlhnbe22,8493375,Cornelia Minor,1,0.2,3,2.6,0.5,Fred Johnson,fj123
hpcrkd80,7629657,Willie Rouse,0,-1.5,3.2,2.9,1.9,Kenyatta Berrios,ysftax93
chdbjv34,0675716,Laura Phillips,0,-0.1,1.1,1.7,3.1,Kenyatta Berrios,ysftax93
bmwwmn29,7806676,Monica Toro,0,0.8,2.5,3.3,4.1,Anne Hernandez,ssujpa10
eziweg68,5564400,Melissa Bryant,1,0.7,3.2,2.5,-0.4,Irene Feldman,ekhymj67
aaztli21,5275534,Susana Wardell,0,2.4,3.1,2.6,0,Jeanette Lindley,mmxgfl83
kknvuj31,8115423,Christine Zaragoza,0,-0.3,2.2,4.6,1,Patricia Jackson,hfyvek38
basrkj72,7368871,Nathan Derby,0,-99,-99,-99,5,Kenyatta Berrios,ysftax93
maeroo47,2307298,Carroll Hayes,1,0.7,3.6,1.7,-0.5,Anne Hernandez,ssujpa10
xcvsmv80,0493609,Michael Gagliardi,0,-0.6,2.5,3.4,3.5,Irene Feldman,ekhymj67
isqdty89,5535029,Joseph Yoshizumi,1,-1.5,4.6,2.9,1.9,Emily Santos-Bacca,esb99
kokmbf87,3500504,Cathey Lewis,0,-2.1,-2.5,3.3,4.1,Kenyatta Berrios,ysftax93
wxvgpl78,1613866,Samantha Lang,0,1.3,3.4,4.5,2.6,Samuel Dalton,wpqorn73
buqizy26,0483666,Jack Duttry,0,2.1,1.7,4.8,2.6,Luis Yoxall,flgkpr62
ntdfkp79,7833756,Margaret Orth,0,-2.2,-2.8,-1.6,0.5,Michelle Cuellar,oqgnwy64
gvflhl98,2249411,Roslyn Harris,1,-3.2,-2.1,-2.3,-5,Patricia Jackson,hfyvek38
opprci44,7797389,Russ Mathews,0,-0.8,1.5,1.4,1.8,Paul Prince,wndznn45
gikhfq23,5973515,John Cordova,0,1.2,4.8,4.9,2.6,Basia Murton,bm8567
yitown37,8469028,James Porter,0,2.3,2.8,1.5,2.1,Kenyatta Berrios,ysftax93
mpewal79,8499617,Mary Glover,0,-2.2,0.4,3,3.5,Fred Johnson,fj123
qqoxjq42,4209194,James Martin,1,0.8,2.1,1.9,-2.1,Dawn Curtin,sweucq96
bjtdio76,9863639,William Melugin,1,-2.7,-1.7,-2.8,-0,Michelle Cuellar,oqgnwy64
oyfxql92,7385541,Timothy Brickey,0,-0.6,0.3,-0.8,-3.9,Michelle Cuellar,oqgnwy64
nijadi51,4346266,Carl Coutermarsh,1,-1.1,3.2,2.9,-4.5,Irene Feldman,ekhymj67
qexdjj55,8508102,Alberta Gunn,0,-0.8,-0.6,-0.4,-0.5,Marie Roberts,vnxici28
edmqdm10,5213415,Marsha Owens,0,-1.7,0,2.2,-2.9,Fred Johnson,fj123
ynwpbk83,0766567,Viola Johnson,0,0.8,4.4,2.6,-0.9,Marie Roberts,vnxici28
ecvwid54,5831937,Jeff Sosa,0,-1.2,2.2,5,4.4,Dawn Curtin,sweucq96
ogmhrg67,1540627,Joan Vu,0,-0,1.5,0,3.4,Jeanette Lindley,mmxgfl83
bynitq98,2504671,Gladys Pileggi,0,0.6,4.6,4.6,4.4,Emily Santos-Bacca,esb99
mvgkgd26,0611797,Stephanie Gonzales,0,1.1,2.8,3,0.4,Jeanne Mason,cnotli32
qkdryj12,3933345,Howard Lee,1,-2.4,2.5,4.9,1,Anne Hernandez,ssujpa10
qyhwil61,7205306,Denise Jimenez,1,-4.6,-2.5,-2.3,-4.7,Jeanette Lindley,mmxgfl83
disazq03,8330563,Frances Irick,1,-2.3,2.9,3.3,2.9,Samuel Dalton,wpqorn73
ihxjwh88,1463139,Joseph Mata,0,-1.8,3.5,2.8,-1.9,Jeanne Mason,cnotli32
iydmlg16,1514686,Shawn Cook,0,-1.4,4.7,2.8,2.7,Marie Roberts,vnxici28
uhcagf01,5084527,Melissa Torres,0,1.9,4.2,2.7,1.3,Luis Yoxall,flgkpr62
chbfwe41,1072551,Byron Milligan,1,0.8,4.5,4.4,-1.3,Dawn Curtin,sweucq96
onohzj52,9128789,Marc Hicks,0,-1.3,0.8,0,-1,Patricia Jackson,hfyvek38
hvusfn14,6247684,Joseph Caccamise,0,-1,1.3,0.3,0.9,Michelle Cuellar,oqgnwy64
bbtwtt05,8162155,Micheal Simpson,1,-1.2,3.2,3.5,2.7,Dawn Curtin,sweucq96
hhwihw04,5020158,Kenny Sherlock,0,0.3,3.8,3,2.9,Dawn Curtin,sweucq96
smxsyh14,1257225,Roy Osher,0,-1.7,1.2,1.6,-4.2,Luis Yoxall,flgkpr62
rgfbno47,8678858,Sarah Johnson,0,0.2,3.5,4.5,3.5,Luis Yoxall,flgkpr62
heuopo45,8444578,Harvey Balderas,0,-1.3,0.6,1.7,1.4,Anne Hernandez,ssujpa10
idgixh97,6277528,Ralph Tate,0,-4.4,5,3.6,4.9,Samuel Dalton,wpqorn73
gjdirh19,4200067,Gregory May,0,-0.4,1.5,2.9,1.8,Emily Santos-Bacca,esb99
equxzh40,0518626,Collin Branch,0,-0.9,3.4,1.2,2.8,Samuel Dalton,wpqorn73
rfydqa35,3996264,John Dyer,1,0.7,2.9,2.8,-2,Jeanette Lindley,mmxgfl83
bmkbrg91,9210030,Rosemarie Coulston,0,0.7,4.2,0,3.5,Dawn Curtin,sweucq96
nyizos84,6051318,Ruth Massey,0,-1,4.5,2.9,2.8,Kenyatta Berrios,ysftax93
uudrku21,5574492,Susan Thompson,0,-1.5,1.7,1.5,2.3,Marie Roberts,vnxici28
acyhwc53,0635705,Daren Soriano,1,-3.6,-1.6,1.1,-2.8,Luis Yoxall,flgkpr62
fhopia98,0631890,Ron Bolton,1,-1.2,3.1,2,-3.7,Samuel Dalton,wpqorn73
ukmcgp42,5032919,Sharleen Thompson,1,0.6,4.4,2.4,3.6,Dawn Curtin,sweucq96
yhlmsw00,6597961,Anthony Izquierdo,0,-1.6,4.2,4.9,4.6,Patricia Jackson,hfyvek38
ypmiia67,9789294,June Schneider,0,-0.6,3.9,4.2,3,Paul Prince,wndznn45
gqlpqz17,6345279,Franklin Hodge,0,-0.1,3.3,2.2,-4.8,Patricia Jackson,hfyvek38
siwfwl57,4784280,Beverly Manville,0,-0.6,1.9,1.3,1.7,Michelle Cuellar,oqgnwy64
sajvjr11,3034033,Diane Atkins,0,-2,3.1,4,1.8,Irene Feldman,ekhymj67
rillxy40,8067165,Kenneth Norrix,0,-1,-2.1,0.5,-0.3,Kenyatta Berrios,ysftax93
zssxig57,3744431,Arthur Yepes,1,-99,-99,-99,3.6,Jeanette Lindley,mmxgfl83
mphxzl26,0801754,Laurie King,1,0.5,4.4,5,4.7,Basia Murton,bm8567
pfbyud96,6027959,Benita Landers,0,-1.8,2.4,1.1,1.9,Marie Roberts,vnxici28
buepyr69,4004182,Harlan Mory,0,-2.5,1.1,1,4.1,Jeanne Mason,cnotli32
wguoiy98,5882155,Mary Taylor,0,-1.3,-0.2,3.1,3.4,Irene Feldman,ekhymj67
icnjbx61,7185136,Clara Holtrop,0,-3.8,3.4,3.1,-0.1,Jeanne Mason,cnotli32
lemkuh39,4253191,Rebecca Willis,0,1.9,4.2,4.5,4,Jeanne Mason,cnotli32
cdapps38,9330538,Linda Mcpherson,0,-1.5,3.6,1.7,2,Samuel Dalton,wpqorn73
yrptqd51,1830347,Moshe Horvath,0,-0.3,2.7,4.6,2.6,Marie Roberts,vnxici28
eakhun68,0328898,Maria Allen,0,0.4,3.3,1.8,-0.3,Patricia Jackson,hfyvek38
xixqeg97,2102035,Doris Munoz,0,1.8,3.1,4.6,0.8,Jeanne Mason,cnotli32
oofjfu37,4971888,Nicole James,1,-1.6,4,4.5,0.6,Emily Santos-Bacca,esb99
ucrsux44,7624023,Frank Spiker,0,-1.3,1.7,3.2,0,Basia Murton,bm8567
qzdcev88,1617770,Nathan Bussell,1,-2.6,-1.3,-0.4,-5,Paul Prince,wndznn45
udnkjo22,0419528,Meghan Garmon,0,-0.3,2.2,3.9,-1.9,Patricia Jackson,hfyvek38
occklt45,4555802,Felicia Juarez,0,1.6,4,3.2,2,Marie Roberts,vnxici28
enmtfx17,8042280,Florence Yates,0,-3.2,-2.9,-1.8,-1.6,Basia Murton,bm8567
vdhjei16,1427938,Jessie Paige,1,-0.2,3.8,4.3,-0.5,Basia Murton,bm8567
jhceqd37,3513726,Muriel Smith,0,-1.4,4,1.9,-4.9,Dawn Curtin,sweucq96
bmyjzp60,4441675,Robert Lott,0,-2,2.4,4.1,3,Patricia Jackson,hfyvek38
bfnwfg14,7537965,Gerald Ansley,0,2,1.3,4.9,2.6,Luis Yoxall,flgkpr62
ypluqv57,7870711,Dolores Cook,0,-1.2,2.5,0.8,-4.4,Samuel Dalton,wpqorn73
mgwtdo96,0321722,John Vannote,1,-2.2,0.9,1.5,-4.5,Luis Yoxall,flgkpr62
bzakhz08,2698547,Pamela Grigg,0,-1.1,3.4,4.4,3.3,Luis Yoxall,flgkpr62
kqusop17,5858577,Kathleen Rodkey,1,2.3,4.2,3.8,-3.5,Luis Yoxall,flgkpr62
mctwtf31,5101963,Joan Workman,0,0.5,3.9,0.8,3.3,Luis Yoxall,flgkpr62
uwtunz08,7489046,Susana Jones,1,-0,1.5,0.9,-1.9,Kenyatta Berrios,ysftax93
qxtnug76,0349239,Joyce Rodriguez,0,-1.8,-2.1,0,4.6,Jeanette Lindley,mmxgfl83
jxpswf61,0419834,Maria Horton,1,-4,-2.9,-1.8,0.5,Marie Roberts,vnxici28
qawrhg34,8893166,Tracey Baldrige,1,-3.9,4.5,3.6,3.5,Irene Feldman,ekhymj67
ucimwj49,0457793,Edythe Lindgren,0,0.1,1,3.1,4.1,Emily Santos-Bacca,esb99
oqttfi98,8047080,Pamela Baker,0,-0.4,2.3,4.1,3.7,Michelle Cuellar,oqgnwy64
tbdeta33,2899902,Judy Faucett,0,0.9,4.3,2.4,1.8,Michelle Cuellar,oqgnwy64
zycwgj12,2889541,Debra Williamson,0,-2.4,-2,1.4,4.4,Fred Johnson,fj123
ofqpai04,6134971,Robin Lofquist,1,-0.2,2.2,3.7,-0,Marie Roberts,vnxici28
ikfpcv95,1637899,Theodore Lytell,0,-1.4,1.5,-0.5,2.7,Dawn Curtin,sweucq96
pjgtgz25,3311813,Jeffrey Middleton,1,-1.6,1.3,2,-0.9,Anne Hernandez,ssujpa10
ovcvcv44,1574219,Antonio Wheeler,0,-4.7,3.4,2.9,4,Emily Santos-Bacca,esb99
fexrmh30,9185392,George Clement,1,-2.5,2.5,1.2,-0.6,Anne Hernandez,ssujpa10
zgzljd47,8462793,Kenneth Herbert,0,-1.7,3.3,1.9,-1.2,Anne Hernandez,ssujpa10
fjqnyc18,7964879,Thomas Scruggs,1,-3.4,-4.4,-4,2.8,Fred Johnson,fj123
jicyek33,0221635,Coreen Ratliff,0,-2.3,-0.4,0.2,4.3,Jeanette Lindley,mmxgfl83
gmpgpn27,0719616,Charlie Yoshida,1,-0.7,2.8,1.5,0.6,Samuel Dalton,wpqorn73
hmibor63,3808705,Maureen Chan,1,1.4,2.6,2.1,-3.5,Paul Prince,wndznn45
upijyo59,9712512,Heidi Zietlow,1,-4.3,-4,-4.3,-0.1,Jeanne Mason,cnotli32
vedmcl91,2822701,Mary Fox,0,1.2,3.2,2.7,3.8,Fred Johnson,fj123
nxdypx11,5364320,Nathan Walker,1,2.1,1.7,1.6,-2.9,Jeanette Lindley,mmxgfl83
fbepmu28,6904545,Fannie Taylor,0,-3.3,2.2,3.5,-4.9,Samuel Dalton,wpqorn73
iziseh15,3179195,John Morales,1,-2.8,2.6,-0.3,0.3,Samuel Dalton,wpqorn73
rjbdyb77,3113934,Beverly Lonon,1,-1.9,-1.8,-0.9,-4.9,Irene Feldman,ekhymj67
uwtlgd54,4416916,Thomas Hatcher,0,-0.6,1.4,-0.1,-1.7,Michelle Cuellar,oqgnwy64
lspnwa15,9682607,Jeanne Johnson,1,0.2,4.2,2.3,-1,Luis Yoxall,flgkpr62
lkovtk05,9611616,Grace Chandler,1,-1.1,3.3,2.1,2.5,Fred Johnson,fj123
zrgbxr92,7793517,Barbara Williams,1,-1.8,4.6,4.7,3.5,Marie Roberts,vnxici28
zjwpur77,4514258,Michelle Mccollum,0,-4.4,-3.8,-5,-4.9,Dawn Curtin,sweucq96
fohgdf45,8062074,Eleanor Dillard,0,1.5,2.9,4.1,4.6,Paul Prince,wndznn45
zdmeap39,7584206,Kathryn Weyer,0,-1.7,1.2,1.3,3.9,Marie Roberts,vnxici28
zgutpi20,7918938,Juan Shepherd,1,-1.7,2.2,2.4,-5,Irene Feldman,ekhymj67
msohyf96,7025926,Victor Boone,0,-1.4,4,3.9,4.4,Michelle Cuellar,oqgnwy64
qezpts18,7569927,Robert Sadowski,1,-2.2,2.7,2.6,-5,Michelle Cuellar,oqgnwy64
lyaaoc04,1483337,Harold Goss,0,0.1,0.2,1.4,4.2,Jeanne Mason,cnotli32
murxsk95,2205264,Dorothy Temblador,0,0.6,2.5,3.9,1.2,Luis Yoxall,flgkpr62
yeodmn99,2930808,John Beisch,1,1.8,4.2,1.7,3.9,Anne Hernandez,ssujpa10
jhrdfd81,9357952,Brian Rodriguez,1,-1.6,4.3,3.9,1.5,Michelle Cuellar,oqgnwy64
dpceuo36,9288999,Rose Morris,0,1.1,2.7,4.1,3.4,Dawn Curtin,sweucq96
kcttkh05,6029479,Michelle Amerson,1,0,2.7,4.3,3.4,Anne Hernandez,ssujpa10
phpleh54,5274370,Denise Daugherty,1,1.1,3.2,-0.2,-3,Jeanne Mason,cnotli32
kfsldw89,3842183,Otto Hoeppner,0,-2.4,2,0.9,1.2,Fred Johnson,fj123
ywbbvd14,7285678,Brian Gambino,0,0.4,0.4,3.1,4.7,Marie Roberts,vnxici28
dandnk27,6753546,Herman Williford,1,-3.4,-0.3,2.7,3.9,Anne Hernandez,ssujpa10
fdbdkb89,4978219,Jose Moore,1,0,-0.2,-3.3,1.4,Jeanette Lindley,mmxgfl83
uneyyj56,4135625,Lynda Barrera,0,-0.7,2,4.3,3.2,Dawn Curtin,sweucq96
linssd27,5251002,Joan Smith,1,-3,-2.1,-3.9,-4.8,Basia Murton,bm8567
tdahmj54,1044920,Daniel Wilkinson,0,-4.1,4,3.1,3.4,Jeanette Lindley,mmxgfl83
efsxle57,8765536,Todd Wilson,0,0,-0.7,3.8,3.5,Luis Yoxall,flgkpr62
cbfrzf87,7791172,Carey Thruman,0,1.9,3.3,3.9,3.9,Dawn Curtin,sweucq96
fojctj18,8038558,Claudio Jinks,1,0.7,3.5,3.3,-2.2,Dawn Curtin,sweucq96
lssnwc07,1373094,Theodore Burlock,1,-0.7,4.5,4.8,2.3,Jeanne Mason,cnotli32
ohvhhs92,2596393,Donald Woods,0,-1.8,-2.2,-1.9,4,Emily Santos-Bacca,esb99
baggyi29,0537154,Teddy Camire,1,0.7,3.4,3.9,-2.4,Jeanette Lindley,mmxgfl83
vlsdky61,8970793,William Park,1,0.2,1.8,4.9,3.1,Fred Johnson,fj123
spcoor23,0477925,Albert Dykstra,0,0.2,3.1,3,-5,Paul Prince,wndznn45
ijscrp99,2540399,Delbert Bruce,1,0.4,4,2.9,2.4,Michelle Cuellar,oqgnwy64
yjycdi50,1267238,Annita Henderson,0,-1.6,-0.1,3.4,0.2,Paul Prince,wndznn45
zmicfe65,9401081,Annette Johnson,0,0.6,0.7,1.4,-2.3,Kenyatta Berrios,ysftax93
nhizsc94,3783446,Samantha Holder,0,-4.6,-5,-5,-4.8,Samuel Dalton,wpqorn73
izsstn48,1084083,Joanne Blom,1,1.5,2.7,4.5,2.8,Irene Feldman,ekhymj67
lsztmt61,5121220,Sammie Terrazas,0,-1.3,2.4,4.5,2.1,Fred Johnson,fj123
ehuhrc59,3282722,Daniel Shinn,0,1.5,3.3,3.5,4,Patricia Jackson,hfyvek38
hgrhlf84,2855392,David Stark,0,-0.9,1.4,2.1,-1.9,Samuel Dalton,wpqorn73
dtjxxs74,4406883,Mary Drake,0,-1.8,2.7,1.2,2.7,Luis Yoxall,flgkpr62
otttnr36,2066883,Daniel Howell,0,0.1,2.3,2.1,-4.6,Luis Yoxall,flgkpr62
iunpgl77,0136952,Dayna Freund,0,-0.1,2.9,4.6,-0.1,Fred Johnson,fj123
zlnuus92,3314479,Alvin Workman,0,-0,1.9,5,4.7,Emily Santos-Bacca,esb99
xpsxoj70,3117682,Ronald Wheeler,0,-0.4,1.9,1.6,-2,Emily Santos-Bacca,esb99
mcwbup32,8169376,John Hutchins,0,0.3,3.3,3.1,2.7,Patricia Jackson,hfyvek38
fpbjxc62,2211768,Teri Farr,0,0,4.4,5,2,Jeanne Mason,cnotli32
nujjgq29,2204161,William Stone,1,-0.2,2.2,4.5,0.5,Samuel Dalton,wpqorn73
elkjfc32,8325117,Clifford Kellogg,0,1.1,3.3,5,1.8,Samuel Dalton,wpqorn73
zabzwr85,4665078,Ronald Lent,1,0.3,2.2,2.5,-4.9,Michelle Cuellar,oqgnwy64
ndabyy15,8845615,Justin Hagens,0,-1.8,2.7,3.2,-2.1,Marie Roberts,vnxici28
otvqsn40,7457798,Mike Twyman,0,0.4,4.2,4.4,4.8,Jeanette Lindley,mmxgfl83
prdwvr95,0056280,Roy Weber,1,-3.2,-0.7,-1.6,-5,Paul Prince,wndznn45
vbhpyq78,4178743,Elisha Thompson,0,-1.3,3.7,3.7,4.2,Michelle Cuellar,oqgnwy64
wsiamd62,1845024,Nellie Stokes,1,-5,-5,-5,0.1,Kenyatta Berrios,ysftax93
lwfjke24,4262558,Anthony Kenan,0,1.2,2.3,2.8,4.2,Basia Murton,bm8567
doulzc01,0019596,Joan Bell,0,-1.5,1.3,2.1,0.5,Irene Feldman,ekhymj67
yzwvrl39,9541400,Dolores Alamo,0,-0.4,-1.1,2.1,1.7,Michelle Cuellar,oqgnwy64
whrgex41,3631541,Tammy Evans,0,1.2,3.7,3.7,3.5,Jeanette Lindley,mmxgfl83
rnmkpa16,4027080,Virgil John,0,1.7,5,3.8,4.9,Fred Johnson,fj123
xbyzmg21,1478869,Armando Adkins,0,-0.5,1.2,4.6,-4.3,Paul Prince,wndznn45
rkbhkq81,1267439,Nickolas Matteson,0,-1.2,1.7,2.5,4.3,Paul Prince,wndznn45
sgqssk06,9911715,Ramon Thomas,0,-1.4,2.4,-0.5,2.9,Kenyatta Berrios,ysftax93
qhyjam06,3566592,Timothy Jones,0,-1.4,-1.3,0.5,2.6,Jeanne Mason,cnotli32
clwjnm83,8613258,Frank Murphy,0,-1.9,3.4,3.8,0.1,Jeanne Mason,cnotli32
qvmwlt72,7692967,Roberta Robinson,0,4,3.1,4,4.7,Basia Murton,bm8567
cmfdjw91,7072091,Michael Pierce,0,2.3,4.2,3.6,4,Marie Roberts,vnxici28
kuqjfm16,8756193,Jessica November,0,-2.7,0.4,2.9,2.4,Marie Roberts,vnxici28
ulbigz64,5542476,Antonio Valverde,0,-0.2,2.5,2.6,3.1,Fred Johnson,fj123
vpkurt46,5600531,Sara Tierney,1,-2,-0.8,-0.7,-1.4,Irene Feldman,ekhymj67
qzdfwh32,8400833,James Guthrie,0,-2.6,-0.7,1.5,4,Fred Johnson,fj123
jbqaex53,0502247,Michelle Urreta,0,1.4,1.5,2.3,1.1,Michelle Cuellar,oqgnwy64
plemtg80,1504842,Randi Burnette,0,-2,0.2,-0.2,-0.7,Marie Roberts,vnxici28
bymrzn01,8942272,John Curtis,1,-2.4,0,5,3.1,Jeanette Lindley,mmxgfl83
nghjmg15,7860065,Howard Hendricks,0,-3.7,0.3,4,-4.5,Jeanne Mason,cnotli32
zscied59,1894428,Karen Pretti,0,-1.3,-0.7,3.5,-0.9,Patricia Jackson,hfyvek38
vqsqpm84,3332045,Otto Jefferson,0,2.5,2.2,1.5,0.6,Basia Murton,bm8567
abfzzc29,8705564,Sarah Borders,0,-2.5,-3.8,-0.7,-5,Jeanne Mason,cnotli32
mvnhna98,4657131,Clyde Ramirez,0,-0.7,3.6,2.7,3.1,Michelle Cuellar,oqgnwy64
tmvbhz88,1202786,Edmund Jack,1,2.2,3.9,4.2,4.2,Paul Prince,wndznn45
xonyia02,8612213,Loretta Mcphail,0,-5,0,0,5,Michelle Cuellar,oqgnwy64
flsxah55,3741580,Joshua Bravo,1,-0.8,2.8,2.2,-0.3,Patricia Jackson,hfyvek38
fvqkpr96,5750734,Brian Mckay,0,0.2,4.3,3.3,2,Samuel Dalton,wpqorn73
wapqym45,0848026,Linda Jackson,0,3.6,1.4,4.4,4,Anne Hernandez,ssujpa10
izvmkd95,2555346,Christa Kuhn,0,0.1,2.3,2.8,3.6,Kenyatta Berrios,ysftax93
syajwd23,2719885,William Wyatt,0,-1.5,4.5,4.3,4.5,Jeanne Mason,cnotli32
biytab07,1873201,Marc Denault,0,-2.1,0,3.3,4.2,Paul Prince,wndznn45
kjdard66,7491639,Tyron Barr,0,-0.6,2.2,3.4,-4.6,Irene Feldman,ekhymj67
shyrsn47,5738890,Sandra Montes,1,-3.1,-0.8,0.1,-0.4,Jeanette Lindley,mmxgfl83
vbiqbt44,0535520,Jeanie Fowler,0,-4.3,-4,-2.2,-0,Kenyatta Berrios,ysftax93
vrkbzc34,3883714,Mattie Singletary,0,2.1,1.2,4.7,3,Irene Feldman,ekhymj67
wqmcpq68,1052382,Jose Davis,0,1.8,1,3.8,2.4,Luis Yoxall,flgkpr62
kskaho91,8778913,Andrew Zweier,0,-0.5,2.1,2.7,0.9,Patricia Jackson,hfyvek38
nqgvve99,7128248,Donald Tooms,0,0.9,2.2,2,1.6,Jeanne Mason,cnotli32
frzoav03,4461192,James Bailey,0,-0.3,2.2,0.7,1.5,Marie Roberts,vnxici28
limsst35,5933964,Ellen Mcmanus,0,-3,1.1,1.8,-3.1,Paul Prince,wndznn45
uwcbtw54,7352696,Lowell Meza,1,-1.4,0.6,4.2,0.7,Jeanne Mason,cnotli32
ntlzrl57,9432468,Joyce Hurless,0,-0.6,3.6,1.8,1.9,Luis Yoxall,flgkpr62
