uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
reydtd49,1605000,Herman Gardiner,0,-1.1,3.4,3.2,2.9,Kenyatta Berrios,ysftax93
yldpsy53,3323972,Bessie Hardwick,1,-0.4,1.5,0.7,4.4,Paul Prince,wndznn45
bexmjd37,2950663,Emma Walters,0,-2.3,1.4,2.7,2.9,Fred Johnson,fj123
dtxufx24,9192273,Kayla Mann,0,-3.1,-0.2,-1.1,-4.3,Michelle Cuellar,oqgnwy64
wpnket32,0337507,Terry May,0,-1,0.8,3,3.3,Patricia Jackson,hfyvek38
mbwnal42,2850486,Martin Vandehey,0,1.4,3.4,4,2.6,Patricia Jackson,hfyvek38
pujzml13,3096897,Matthew Gamble,0,-2.4,-1.3,4.2,3.8,Jeanne Mason,cnotli32
zwtihy82,5544253,Sylvia Joseph,0,3.4,3.1,4,4,Dawn Curtin,sweucq96
azpfsg42,7265936,Ethel Nelson,0,1.4,2.4,2.8,1.4,Luis Yoxall,flgkpr62
jgzwei70,0181423,Spencer Mitchell,0,0.8,-0.6,-1.4,-0.1,Irene Feldman,ekhymj67
avhnzu85,7907660,Joseph Smith,1,-2.6,0.7,0.1,3.3,Dawn Curtin,sweucq96
njdiii02,4288166,Daniel Wilson,0,0.5,0.8,0.8,2.4,Paul Prince,wndznn45
qqejew03,5184968,Clara Juan,1,2.4,3.5,4.8,3.7,Luis Yoxall,flgkpr62
ulajmv82,8620852,Joseph Mortimer,0,-2.7,0.4,-1.5,-0.3,Samuel Dalton,wpqorn73
meilao43,5272111,Paul Lamphere,1,-99,-99,-99,4.9,Paul Prince,wndznn45
dscdjv30,6681723,Kevin Ochwat,0,-1,-0.1,3.6,-3.1,Marie Roberts,vnxici28
lfvicj89,2944225,Martha Siske,0,4.4,3,3.6,1.7,Jeanette Lindley,mmxgfl83
gyckwg35,4968175,Jennifer Nguyen,0,-2,1.6,1.4,-5,Patricia Jackson,hfyvek38
rltibt00,8779916,Danilo Wilson,0,-4,-2.6,-4.5,3.1,Irene Feldman,ekhymj67
dheuwq29,8862702,Stanley Delapaz,0,0.7,1.4,1.8,3,Samuel Dalton,wpqorn73
btckww11,0407803,Kathrine Smith,0,-2.7,2.6,3.2,3.4,Anne Hernandez,ssujpa10
onayqv70,1225381,Joy Reece,1,-1.8,1.8,1.6,-1.4,Jeanne Mason,cnotli32
zcgjqh34,5659531,Robert Brent,0,-4.6,-4.6,-2.5,-4,Paul Prince,wndznn45
fbpgzk87,9573113,Cheryl Steward,0,-0.6,3,3.3,1.3,Basia Murton,bm8567
cdjtpw62,4864072,Clarence Black,0,-0.1,0.6,2.2,3.2,Patricia Jackson,hfyvek38
zoffez98,1547761,Arturo Blanton,0,-0.9,1.1,3.7,-4.9,Fred Johnson,fj123
msrbsb65,9466522,Frank Leigh,1,-0.4,3.6,2.2,-4.7,Dawn Curtin,sweucq96
hugnde68,3510044,Vera Lawrence,1,-0.2,3,-1.2,-2.8,Emily Santos-Bacca,esb99
cwhfje38,9839282,Bertha Valdez,1,-0.8,4.5,4.3,3.2,Paul Prince,wndznn45
ipusam52,7089637,Kimberly Saenz,0,-0.6,3.3,4.2,3.2,Irene Feldman,ekhymj67
pxqkbv97,2387808,Chong Kim,0,0.8,1,3.1,0.1,Jeanne Mason,cnotli32
rxqdhi79,4635765,Ruth Lawson,1,0.3,4.8,3.5,1.3,Patricia Jackson,hfyvek38
fytavn96,7259814,Thomas Phillips,0,0.4,4.6,2.5,1.3,Irene Feldman,ekhymj67
zsfcsr72,8077947,Alexa Jamerson,1,-3.7,-2.9,-2.7,-5,Marie Roberts,vnxici28
llfqnl30,4387608,Ursula Wallace,0,-1.5,4.1,1.3,-2.7,Patricia Jackson,hfyvek38
kiopmq74,4846784,Paul Daniel,0,0.5,3.7,2.3,1.6,Marie Roberts,vnxici28
cqqxcb20,4494005,Paula Keller,1,0.8,2.2,2.9,-1.2,Emily Santos-Bacca,esb99
rzlrop87,3196658,Erwin Taylor,0,2.5,3.6,4.5,3.4,Marie Roberts,vnxici28
kuzbxn65,3097305,Joseph Johnson,1,-1,0.6,1,-4.9,Dawn Curtin,sweucq96
tviiel66,7076483,Andrew Castillo,1,0.8,3.4,2.4,-4,Samuel Dalton,wpqorn73
qohirq81,0624244,Rosamond Worstell,0,-0.9,4.6,3.7,2.7,Fred Johnson,fj123
szcaac24,3138263,Ingrid Harris,0,1.1,3.6,3.2,3,Anne Hernandez,ssujpa10
zmoobf97,6067840,Marion Williams,0,2.3,2.7,1.9,2,Jeanne Mason,cnotli32
unyaav14,1095169,Grace Allison,0,-0.1,0,0.4,1.9,Marie Roberts,vnxici28
brqubq02,2230019,Scott Martinez,0,0.7,1.9,2.6,1.4,Luis Yoxall,flgkpr62
ffvbyp91,1261129,Gregory Perrington,1,-1.8,4.7,2,-5,Michelle Cuellar,oqgnwy64
cehqep77,5627862,Jeanette Difilippo,1,-0.2,2.3,4.7,0.3,Emily Santos-Bacca,esb99
cjnxzm19,8910541,Esther Harwell,0,0.1,3.9,0.2,1.9,Basia Murton,bm8567
kuqkyd71,7078593,Abigail Garrett,0,-3.1,1.2,3.5,2.8,Anne Hernandez,ssujpa10
ecsfkx45,6642551,Mary Gibbs,0,2,3.6,3.5,3.9,Luis Yoxall,flgkpr62
arlhsa30,1670851,Kathy Anderson,0,-0.2,2.9,2.6,4.5,Luis Yoxall,flgkpr62
edydcx93,4628268,Miriam Dhondt,1,1.4,4.3,3.6,2.5,Basia Murton,bm8567
trecve90,4482591,Wilbur Lynch,0,1.1,3.1,0,3.1,Basia Murton,bm8567
ucmfgt41,0224007,Mark Orr,0,1.4,3.5,2.5,4.6,Samuel Dalton,wpqorn73
yxxorw82,5207254,William Lang,0,0.7,3.6,2.9,3.5,Paul Prince,wndznn45
wvawcn57,8551698,Maria Williamson,1,-2.6,0.6,3.8,4.1,Irene Feldman,ekhymj67
cppqsl18,4632953,Jordan Witcher,0,2.2,1.7,3.3,-4,Fred Johnson,fj123
xzbnzi31,3965177,Melinda Crawford,0,-2,-5,-2.5,-4,Kenyatta Berrios,ysftax93
yxajuc30,3639923,Brian Brown,0,1,2,3.2,2.2,Samuel Dalton,wpqorn73
fapmvg67,2669246,Ronald Hardaway,0,-2.1,0.3,1.9,2.4,Jeanette Lindley,mmxgfl83
igrevv57,9593466,Lee Hague,0,-2.9,-1.1,-1.6,1.7,Basia Murton,bm8567
ucegnh53,4155630,Jeremy Ander,1,-2.7,4.6,5,3.7,Luis Yoxall,flgkpr62
bfjyup00,8053107,Don Mulholland,1,-0.1,4,4.2,3,Jeanette Lindley,mmxgfl83
pvbgmj56,1267506,Jean Lemoyne,0,-3.2,1.1,4.2,2.7,Irene Feldman,ekhymj67
cvpqvy53,4385075,William Edwards,0,0.1,-0.5,2.2,2.9,Jeanette Lindley,mmxgfl83
rnyble67,6815173,Gladys Fortunato,0,1.1,4.6,3.6,3.3,Irene Feldman,ekhymj67
cyltdt87,9335120,Marlene Johnson,1,3.6,2.3,4.4,-2.5,Michelle Cuellar,oqgnwy64
npzwiy94,7888903,Jodi Smith,0,0.1,2.3,0.8,0.5,Luis Yoxall,flgkpr62
lukgsq48,6755573,Mary Mayfield,0,-0.6,2.5,0.4,-0.6,Samuel Dalton,wpqorn73
mwibim94,3105762,Venus Spear,0,-0.3,-0.2,-0.2,-1.2,Samuel Dalton,wpqorn73
soiqbf34,9353938,Julia Glass,0,1.8,3.7,3.1,-0.6,Patricia Jackson,hfyvek38
wwyvhh35,8786180,John Kelly,0,-3.7,-4.1,-3.2,-0.3,Emily Santos-Bacca,esb99
zuqehl04,8038681,Richard Caceres,1,-0.8,0.3,1.8,2.8,Irene Feldman,ekhymj67
fmhgbu63,0370977,Benjamin Holliday,1,1.3,3,4.2,3.9,Marie Roberts,vnxici28
hsiiit76,3207637,Marilyn Jeffery,1,-3.2,3,4.2,3.6,Jeanne Mason,cnotli32
iyyiwb39,4046862,Kathleen Frazier,0,-0.2,2.9,4.5,3.7,Michelle Cuellar,oqgnwy64
bxkwhl74,1264046,Jean Lowther,0,-1,-3.3,0,3.6,Dawn Curtin,sweucq96
vaqhnq44,4573759,Jeffrey Short,0,-0.5,3.3,2.3,0.6,Dawn Curtin,sweucq96
fwiohg77,1004585,Rina Hyder,1,-2.8,2.2,-0.4,4.4,Michelle Cuellar,oqgnwy64
dvoyeh37,2522115,Dorothy Jones,1,-1.4,-0.7,-2.5,-0.7,Fred Johnson,fj123
swurkq79,6706849,Jonathan Guerrero,0,0.1,3.5,2.9,-5,Jeanette Lindley,mmxgfl83
nunkes16,2148529,Kevin Fallin,0,1.9,4.1,4,1.4,Emily Santos-Bacca,esb99
gelpja74,9964874,Cindy Giard,0,1,3.5,2.6,1.8,Samuel Dalton,wpqorn73
facbiq38,1783973,Mark Miller,0,-3.1,-0.5,1.9,1.3,Kenyatta Berrios,ysftax93
dyvjpw82,7471780,Kevin Sherman,1,0.8,4.8,4.2,3.1,Dawn Curtin,sweucq96
wciwoy29,1869131,James Dorsch,0,-1.7,0.8,2.4,-4.7,Dawn Curtin,sweucq96
phxphn87,7263614,Sylvia Ryan,1,-3.2,-0.3,-2,-2.2,Jeanette Lindley,mmxgfl83
emowiv50,8826752,Beverly Castle,0,-0.4,2.5,2.6,0.6,Jeanne Mason,cnotli32
ffizhk04,0374921,William Boggs,0,-0.2,3.3,2,2.9,Fred Johnson,fj123
lromir33,6955613,Ernest Hacker,0,-0.6,4.4,2.7,2.5,Jeanne Mason,cnotli32
fbgjsu88,3919927,Clarice Kelleher,0,-0.4,2.9,2.6,1.9,Paul Prince,wndznn45
imhghe48,9021847,Amy Greer,0,-1.3,1.6,4.1,3.3,Dawn Curtin,sweucq96
pqetfn50,9322727,Steven Boone,0,-1.4,0.2,-2.9,1.8,Basia Murton,bm8567
chhadz91,7268583,Theresa Suber,0,-3.9,0.1,0.9,-0,Michelle Cuellar,oqgnwy64
neeeil47,6021322,Brock Novak,1,-1.1,3.7,4.3,3.3,Anne Hernandez,ssujpa10
savwvc26,1377161,Robert Deal,0,2,3.3,3.6,-3.6,Marie Roberts,vnxici28
xwtnbe26,0350562,Martha Regalado,1,-1.9,2.8,3.3,1.9,Irene Feldman,ekhymj67
nmcbtr44,5354730,William Buzard,0,-99,-99,-99,4.3,Dawn Curtin,sweucq96
uvelmf04,2757563,Lashanda Campagna,0,2,2.9,3.2,-0,Emily Santos-Bacca,esb99
mtirck37,9890002,Maura Neal,1,1.9,3.3,4.2,3.5,Marie Roberts,vnxici28
pgscma64,8403866,Celia Campbell,0,1.1,2.3,4.5,3.8,Samuel Dalton,wpqorn73
gttnlb97,7829428,Daniel Jackson,1,-1.2,1.2,4,1.2,Patricia Jackson,hfyvek38
gdpjki98,6683996,David Card,0,1.7,3,2.4,2.2,Paul Prince,wndznn45
zylhhh48,3893545,Vincent Muraoka,1,-0.5,3.8,2.2,-5,Basia Murton,bm8567
wtcaiy49,6569037,Jewell Ricker,0,-1.7,3.4,3.4,4.1,Samuel Dalton,wpqorn73
mdobkz75,5023439,Jacqueline Hedges,0,-1.9,1.6,2.6,3.6,Anne Hernandez,ssujpa10
exmipb65,6177527,Barbar Graves,0,-0.2,2.7,4.9,1.6,Irene Feldman,ekhymj67
jfccdj98,7410033,Dana Robinson,1,-0.9,2.1,4.6,4.2,Jeanette Lindley,mmxgfl83
pfarvj21,7090025,Thomas Drew,1,-3.6,-1.9,-1.9,-5,Irene Feldman,ekhymj67
qvicpb93,2366951,Margaret Letourneau,0,-2.1,3.4,4,4,Basia Murton,bm8567
larmhs41,4914845,Eleanor Hopson,0,0.3,2.1,4.3,2.3,Jeanette Lindley,mmxgfl83
adviqp45,7150372,Lena Flores,0,-0.8,2.2,4.6,3.4,Patricia Jackson,hfyvek38
cdbdsk31,8514416,Nell Murray,1,2.5,3.9,3.6,-2.3,Irene Feldman,ekhymj67
meyipg38,1260518,Victor Hibbs,0,-3.9,-4.2,-3.2,-4.8,Jeanne Mason,cnotli32
tpeazi52,7194724,Emily Williams,0,1.9,3.2,4.6,3,Basia Murton,bm8567
hllyho60,6444506,Minnie Miller,0,-2.1,-2.1,1.9,4.4,Samuel Dalton,wpqorn73
wwqttp01,6600819,Harold Ochoa,1,0.8,2.9,2.7,2.1,Irene Feldman,ekhymj67
otnanb30,3276180,Doris Urbina,0,0,0.5,3.7,2.9,Luis Yoxall,flgkpr62
fycpvq02,6533312,Kimberly Lara,1,-1.3,1.3,1.3,-5,Jeanette Lindley,mmxgfl83
hbicni10,2017290,Brenda Smith,0,0.4,5,4.4,4.2,Anne Hernandez,ssujpa10
wwirfy70,0639726,Carol Hood,0,0.2,0.4,2.2,0.5,Anne Hernandez,ssujpa10
cfaktj64,9468474,John Siano,0,1.9,2.7,4.1,2.2,Jeanette Lindley,mmxgfl83
blpudj34,6900974,Aaron Trytten,0,1.1,2.8,3.5,2.9,Kenyatta Berrios,ysftax93
aduuro31,1390094,Margie Zehner,0,-1.1,4.5,3.5,2.8,Patricia Jackson,hfyvek38
kvmgbm77,8298748,Mary Smallwood,1,-0.2,3.1,2,-3,Fred Johnson,fj123
svvhhg05,2227741,Cynthia Paquette,0,-2.8,2.7,0.9,2.4,Fred Johnson,fj123
jnebsh24,0077778,Bonnie Woodward,1,-1.7,1.2,1.7,0.4,Basia Murton,bm8567
djgekv72,9902374,Pamela Williams,1,0.3,1.6,3.4,0.6,Irene Feldman,ekhymj67
xdsybv50,1573902,Richard Palmer,1,-0.9,-0.3,2.8,1.9,Samuel Dalton,wpqorn73
ahvsbd83,4078206,Jimmie Bartz,0,-2.4,1,0,2.4,Anne Hernandez,ssujpa10
zvppck00,8379819,Frances Smith,0,1.5,3,4.8,2.6,Anne Hernandez,ssujpa10
knljgr32,8295324,Michael Decker,0,-1.7,1.5,1.2,3.8,Fred Johnson,fj123
qvxpih72,1059698,Jeremy Matthew,1,-1.4,1.3,0.7,-1.2,Patricia Jackson,hfyvek38
myuftm63,7635179,Donald Weaver,1,-0.6,4.7,5,1.6,Samuel Dalton,wpqorn73
xxgygu65,8519913,Louis Taylor,0,-2.9,0.1,2.4,0.5,Marie Roberts,vnxici28
oruriq66,5541593,William Calahan,1,-1,2.9,5,4.5,Anne Hernandez,ssujpa10
fecigt66,1634238,Patricia Cain,1,-1,2.4,2.7,0.8,Patricia Jackson,hfyvek38
rqjhlf46,2944063,Jason Macpherson,1,-2.6,-0.3,2.9,-4.4,Paul Prince,wndznn45
jgtfza89,2671328,Lue Reid,1,0.6,2.3,4.4,1.9,Samuel Dalton,wpqorn73
nrayfu83,3770212,Elnora Casarez,0,3.1,5,4.5,4.1,Paul Prince,wndznn45
nzuyql41,7457595,Elizabeth Mickel,0,1.6,3.8,3.8,4.4,Patricia Jackson,hfyvek38
nokben97,5944437,David Chelton,1,0.5,3.6,0.2,2.1,Jeanette Lindley,mmxgfl83
shioea75,9362595,Richard Sanchez,0,1.6,4.7,4.6,3.3,Patricia Jackson,hfyvek38
bwvadv73,2660158,Linda Westlund,1,0.8,3.6,4.4,-4.9,Basia Murton,bm8567
pjdnrt14,8388160,Pamela Schoenthal,0,-1.6,0.4,1.9,4.2,Kenyatta Berrios,ysftax93
fxbbii42,6483073,Albert Humphrey,1,-0.4,3.7,3.2,2.3,Michelle Cuellar,oqgnwy64
sffris49,0818530,Sophia Douglas,0,-2.1,1.9,2.4,-3.2,Jeanette Lindley,mmxgfl83
lfqgnp54,5918722,Fred Hildreth,0,0.3,4,-1.7,4,Jeanne Mason,cnotli32
chcodm30,0881934,Belva Smith,1,1.3,3.8,2.7,-0.2,Luis Yoxall,flgkpr62
cvnmla38,2833252,Deborah Flens,1,-2.1,1,2.5,2.2,Patricia Jackson,hfyvek38
qqollm64,6665302,Carol Cauthen,0,-2.8,-2.1,1.4,4.9,Samuel Dalton,wpqorn73
ndiqlw04,3999322,Katina Stanley,0,-2.9,1.8,0.7,0.6,Patricia Jackson,hfyvek38
vyxkyz83,1771149,Mark Baker,0,-3.5,2.7,4,4,Emily Santos-Bacca,esb99
afhtwo00,9980761,Victoria Woodard,1,0.2,1.7,4.6,1.1,Jeanette Lindley,mmxgfl83
bfscdz15,8415590,Jamie Freeman,0,0.8,1.2,4.2,-0.1,Emily Santos-Bacca,esb99
fybnqc96,7285207,Eugene Houston,1,1.3,3.3,4.5,3.8,Marie Roberts,vnxici28
nakipc28,8638361,Opal Arend,0,0.6,4.5,2.5,-2,Fred Johnson,fj123
ciiyhd97,6338001,Scotty Lemke,1,0.9,3.9,3.6,-1.9,Jeanne Mason,cnotli32
ytccud25,9606892,Donna Gordon,1,1.2,3.6,2.5,4.2,Patricia Jackson,hfyvek38
nmdpos88,9318098,Jennifer Belden,0,2.3,0.4,0.9,3.7,Jeanne Mason,cnotli32
ikpuxe40,5868865,Brian Kahrs,1,-0.7,2.5,4.1,2.3,Luis Yoxall,flgkpr62
kasers91,9839328,Melania Stokes,1,1,4.4,1.7,-4.3,Basia Murton,bm8567
pwuylw41,1313848,Tonya Evans,0,-0.5,3.3,4,4.3,Paul Prince,wndznn45
cuofmx28,5161561,William Roldan,0,-0.6,1.7,1.6,-1.2,Fred Johnson,fj123
fpsysw62,8949804,Monica Loper,1,-0.5,3,2.7,1.7,Irene Feldman,ekhymj67
nynmud99,2120257,Richard Grier,0,-2.1,-0.6,2.3,-0.6,Paul Prince,wndznn45
dlhpqd37,0119556,Bernie Frazier,0,0.1,3.3,3.5,3.5,Basia Murton,bm8567
afwykg36,6872399,Jeffrey Kahaleua,0,-0.4,2.1,2.4,-5,Dawn Curtin,sweucq96
clewgl54,8037603,Paula Gaffney,0,-0.5,2.9,3.3,3.3,Dawn Curtin,sweucq96
uexdty65,2811304,Lisa Seebach,0,-1.1,3.8,3.9,3.9,Samuel Dalton,wpqorn73
mzkiin90,1753098,Harry Harder,0,-3.1,2.2,0.4,2.3,Marie Roberts,vnxici28
kkrqmd09,7604539,Ellen Arellano,1,-2.3,-1.5,0,1.9,Emily Santos-Bacca,esb99
lnhgqb82,3051998,Allison Meyer,0,-3.3,-2.5,0,4.8,Paul Prince,wndznn45
pkaljq29,1854769,Thomas Perry,0,-3.1,1.2,2.6,-3.1,Michelle Cuellar,oqgnwy64
kcetax98,7457166,Barbara Stone,0,1.8,-0.2,1.7,-2.9,Jeanette Lindley,mmxgfl83
ltfdna54,0559840,Jason Acevedo,0,-1,2.3,4.2,3.2,Michelle Cuellar,oqgnwy64
jeimop36,1468547,Larry Saxbury,1,-0.8,1.7,3.9,4,Emily Santos-Bacca,esb99
tjtrar45,5327522,Pedro Hodge,1,-3,3.3,3.8,2.8,Michelle Cuellar,oqgnwy64
uyloai45,4694534,Stacy Flores,0,-1.1,2.5,5,4.8,Emily Santos-Bacca,esb99
klrian98,2488363,Patricia Isakson,0,0,0,-99,4.6,Basia Murton,bm8567
ilmryl34,8319511,Colleen Ernst,0,2.7,3.7,4.9,4.3,Paul Prince,wndznn45
ifvgal24,1586276,Timothy Poston,0,-0.3,2.7,2.1,-2.4,Jeanette Lindley,mmxgfl83
gylnce80,8385119,Andrew Mendoza,1,1,3.2,5,4.3,Kenyatta Berrios,ysftax93
lezfxd17,3293060,Leslie Hanes,0,-1.2,3.5,3.4,4.8,Kenyatta Berrios,ysftax93
xuqkfj48,5246500,Thomas Gautreau,0,-1.5,2.7,2.5,-5,Samuel Dalton,wpqorn73
nddxix47,6948242,Vickey Szocki,0,1.1,1.2,-1.6,1.7,Basia Murton,bm8567
ldxwxn63,8502558,Larry Brafford,0,0.9,3.8,1.7,3.2,Patricia Jackson,hfyvek38
aakgtt47,4581032,William Judd,0,-2.8,-2.8,0.1,-4,Fred Johnson,fj123
smpnaz72,9209175,Clinton Mcmanis,1,0.3,4.1,4.4,3,Basia Murton,bm8567
anfgml45,4608607,Emma Leonard,0,0.5,0.9,0.4,-1.3,Fred Johnson,fj123
dzuqzf90,1737633,Ronda Moss,1,0.5,2.7,4.1,4.1,Kenyatta Berrios,ysftax93
theneo53,5086716,Dolores Andrews,0,-1.8,1.1,1.4,3,Patricia Jackson,hfyvek38
ekypqz29,4548771,Betty Brown,0,-2,4.2,2.4,4.4,Dawn Curtin,sweucq96
hxjkqn30,7583713,Thomas Jarman,1,0.8,4.1,3.9,3.5,Paul Prince,wndznn45
rshxwd46,2474369,Tammy Furrow,1,-0.6,2.5,3.6,1.6,Emily Santos-Bacca,esb99
ehkgwk46,0198030,Robert Sawyer,1,-0.9,2.1,-0.1,-1.7,Luis Yoxall,flgkpr62
auvbue26,6767905,Chad Thomas,1,-0.9,0.5,1.2,-4.9,Paul Prince,wndznn45
exzwrl99,5666500,Patricia Graham,0,-0,0.5,-0.1,0.2,Irene Feldman,ekhymj67
lhiwzx99,6072854,Gary Majors,0,0.2,1.4,-2.5,1.3,Jeanette Lindley,mmxgfl83
hoamnq85,6469888,Amanda Carlson,1,-0.2,2.4,0.7,-1.7,Emily Santos-Bacca,esb99
iphtji64,6664845,Ruth Bilski,0,0.9,1.1,4.2,2.6,Dawn Curtin,sweucq96
kbtipc38,5198687,Judson Hirota,1,1.1,1.7,1.1,-5,Jeanne Mason,cnotli32
apsshr89,6993407,Clay Hutson,0,-3.4,4.8,4.9,3.9,Fred Johnson,fj123
izlpwa14,1260870,Martin Stiles,0,-2.8,-3.3,-1.7,-4.8,Luis Yoxall,flgkpr62
rpigmi05,9233494,Joshua Ray,1,-0,3.5,2.4,-1.6,Luis Yoxall,flgkpr62
eylsqm86,1874437,Heather Mcnulty,1,1.1,3.5,3.3,-3.9,Irene Feldman,ekhymj67
lcgziw59,9263581,Nora Hernandez,0,1.2,1.1,1.3,4.1,Fred Johnson,fj123
ighbzk84,0248971,Ashley Cooney,0,-0.5,2.5,3.6,2.9,Paul Prince,wndznn45
zphpsk61,7638657,Steve Bonds,0,-0.6,1.2,4.4,1.8,Emily Santos-Bacca,esb99
uahvzg84,2870580,Drew Farrar,0,1.8,3,3.8,2.9,Fred Johnson,fj123
qknwpu99,0331144,Andy Hanline,1,0.6,1.6,3.4,0,Paul Prince,wndznn45
blsfix89,4575466,Trevor Catton,0,0.5,-1,2.1,-1,Jeanette Lindley,mmxgfl83
bkaoch81,7358663,Harry Gorby,0,-1.2,-1.1,0.7,3.2,Emily Santos-Bacca,esb99
knxlkl02,4334845,Jacqueline Dawson,0,0.7,4.3,4.1,3.2,Patricia Jackson,hfyvek38
ovkels19,0910095,Tara Groome,1,-1,1.7,3.1,-1.7,Dawn Curtin,sweucq96
plnfte22,9519054,Irma Mcdonough,0,-2.6,0.2,2.5,2.3,Patricia Jackson,hfyvek38
wiwthh34,3092817,Michael Valentino,0,-1.4,1.1,3.5,-0.7,Luis Yoxall,flgkpr62
xbqgiz03,0418637,Sherry Wagner,0,1.1,2.4,0.8,-2.1,Jeanne Mason,cnotli32
asywrn57,4021946,Terry Thomas,0,-1.2,2.6,2.6,2,Jeanne Mason,cnotli32
ihfoif90,5240999,Aaron Mathias,0,-0.9,3.3,3.8,3,Dawn Curtin,sweucq96
fpwxxe87,3053136,Josefa Caceres,0,-4.2,-5,-4.3,-0.1,Irene Feldman,ekhymj67
ijlkyi98,1968508,Amanda Flanagan,0,1.1,2.4,4.2,1.8,Jeanne Mason,cnotli32
iqwihi54,7710468,Tracy Parker,0,-3.8,-2.2,-3.8,-4.9,Anne Hernandez,ssujpa10
lmsmdd66,3827635,Charles Eckard,0,0.8,0.2,2.8,4.3,Kenyatta Berrios,ysftax93
sbiwul06,8788144,Jeffrey Tewksbury,0,2.1,3.3,1.9,2.9,Emily Santos-Bacca,esb99
drfokr68,0214490,Alice Gibson,0,1,1.8,2.7,-2.3,Fred Johnson,fj123
bmknxj99,8513866,George Rodriguez,0,-3.1,2.1,3.5,2,Anne Hernandez,ssujpa10
oybvso23,4869174,Lewis Smith,1,-0.4,3.2,2.7,2.7,Fred Johnson,fj123
nrezoh87,8023077,Thomas Martin,0,1.3,1.9,3.2,1.7,Kenyatta Berrios,ysftax93
vruxte10,8506978,James Berrios,0,-0.7,-0.9,-1.1,3.3,Marie Roberts,vnxici28
nsabus94,1913221,Thomas Hinshaw,1,-0,-0.1,-0.2,3,Marie Roberts,vnxici28
aaigcz99,9906322,Louise Deen,1,1.8,2.2,4.6,4.1,Luis Yoxall,flgkpr62
hnkkvw39,6480248,Robert Miller,0,2.4,4.3,3.1,4.1,Marie Roberts,vnxici28
nznpci80,0458183,Ora Sulzer,0,1.5,3.2,4.1,4.3,Luis Yoxall,flgkpr62
ckfqqr19,5376347,Laurel Umland,1,-0.4,3,1.7,3.2,Kenyatta Berrios,ysftax93
eftrzy89,6809036,David Smith,0,-1.9,3.1,1.3,3.6,Michelle Cuellar,oqgnwy64
eajvow78,4700090,Meredith Gau,1,-1.2,3.5,4.4,4.1,Marie Roberts,vnxici28
vvwhhi81,5551684,Terry Delfin,0,-2.4,2.6,-0.9,3.1,Samuel Dalton,wpqorn73
xlnisz40,4804920,David Ward,0,-1,-0.3,0,3.9,Jeanette Lindley,mmxgfl83
cftvjy74,2705853,Ping Mccormick,0,1.7,4.9,4.9,4,Fred Johnson,fj123
jhxpdd36,0356388,Donna Pruitt,1,-1.6,0.5,3.4,0,Dawn Curtin,sweucq96
zudtim05,7907977,Kenneth Bernier,0,-2.3,4.3,4.6,1.1,Jeanne Mason,cnotli32
qjbbcc72,2267824,Brian Oneil,0,-3.8,3.3,2.1,0.8,Marie Roberts,vnxici28
swhxuv58,6916692,Cassandra Gomez,0,-4.3,-2.4,-3.2,-4.3,Patricia Jackson,hfyvek38
lohwuc22,8024000,Jesse Estler,1,3,4.5,3.2,2,Basia Murton,bm8567
mtolwb20,6484883,Alfred Jones,1,2.5,3.4,4.1,3.1,Jeanette Lindley,mmxgfl83
erqrqc85,7872511,Mary Fleischman,0,0.6,2.3,4.6,3.5,Paul Prince,wndznn45
aptozu39,1339460,Robert Boudreaux,0,0.6,1.6,-1.5,-3.3,Basia Murton,bm8567
yvnagj46,3906377,William Kerns,0,-2.7,-4.1,-4,-4.9,Dawn Curtin,sweucq96
fmqaqw33,8342466,Alvin Smith,0,-3.4,-2.5,-1.2,-0.9,Samuel Dalton,wpqorn73
hxptcl10,1605737,Rosa Evans,0,1,3.1,0.7,4.9,Paul Prince,wndznn45
xxoypz22,8754376,Mike Brailey,0,0.4,1.7,2.5,1.6,Paul Prince,wndznn45
orixjk94,9482387,Cynthia Grant,0,-0.5,4.5,4.4,-1.3,Patricia Jackson,hfyvek38
mwofjh76,2751986,John Ely,0,0.7,2.7,3.3,3.2,Emily Santos-Bacca,esb99
dnnzbq12,0291750,Jimmy Marsh,0,0.4,3.4,4,2.4,Jeanette Lindley,mmxgfl83
jypdng39,7508536,James Whittington,1,-4,3.7,4.2,4.4,Fred Johnson,fj123
yrjzmd18,9647069,Edward Hill,1,-1.9,2.5,2.5,-4.4,Dawn Curtin,sweucq96
rsguej29,1235530,Philip Wilson,0,0.7,3.1,2.8,1.8,Jeanette Lindley,mmxgfl83
evrsgm86,8899217,Robert Sorge,1,-1.9,5,3.3,-4.9,Jeanette Lindley,mmxgfl83
jhsscv01,4125641,Joshua Elder,0,-2.5,-0.8,1.7,2.3,Dawn Curtin,sweucq96
xwasan55,3290403,Edith Rodriguez,0,0,1.6,5,3.5,Basia Murton,bm8567
sctlax04,3227648,Miguel Farmer,0,-0.5,1.4,4.7,3.9,Irene Feldman,ekhymj67
tqlqkl03,3420539,George Davis,0,0,1.8,4.6,4.3,Dawn Curtin,sweucq96
qkpohd38,8435712,Jacob Madsen,0,1.2,0.6,2.3,2.4,Michelle Cuellar,oqgnwy64
lvyjig60,1152377,Beatrice Carmona,0,-2.8,2.2,3.8,0.9,Jeanette Lindley,mmxgfl83
