uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades
zropwf71,2373505,Pam Wilson,1,-1.3,0.6,5
ouctgx90,5693394,Germaine Shoults,1,-3.8,-1,5
pvegqi15,2256441,Annabelle Stacy,0,-0.3,0.5,2.5
xxpsak82,8485907,Willa Delatrinidad,1,-0.9,4,5
beltdk67,5898567,Latasha Knutson,0,-1.8,1.7,3.3
ipqdng51,5181617,Anna Ferguson,1,-3.7,-0.2,2.5
crjjei46,3953608,Jean Fischer,1,0,2.4,5
oxbmbp00,0334363,Jennifer Koehler,1,1.3,3.7,2.5
cpshbm52,7454468,Joyce Parker,0,0.2,0.7,-5
sbnzup04,0445539,Lori Collelo,1,-1.6,1.5,5
vppplz90,4574642,Susie Doiron,0,-0.5,-0.1,5
ytmsxf90,6080466,Mary Cocola,1,-1.5,2.7,5
lgvbta53,9571225,Nora Derry,0,-0.7,4.4,5
usgbiu99,2145175,Eric Clute,0,4.2,4.1,2.5
lsnkxj23,5925283,Thomas Roan,0,1.2,2.7,5
wxduby28,7984920,Henry Cutter,0,-1.7,0.8,2.5
hptedi13,8840127,Guy Storm,0,-3.4,-2.6,2.5
vtnvfs50,6134588,Dorothy Snyder,0,1.3,2.8,2.5
tvsqti71,5248560,Olivia Volcko,1,-1,0.8,5
sehpts42,5947535,Pamela Futrell,1,-0.5,4,5
uzfkzx63,3874689,Ann Ardizzone,1,-3.6,-0.1,5
vbhotl21,3592864,Christine Mercer,0,2.3,0.5,5
rwvxth58,0890933,Toni Gillham,1,-0.7,1.8,5
ebnvec65,9294428,Christopher Bembry,1,-3.5,-0.7,5
znwimz29,4957616,Leona Burks,1,0.2,2.6,5
nxyfgp10,2404688,William Smith,1,-3.5,-0.7,0
jrnvix17,6513391,Jeffrey Cardoza,1,-3.8,-0.8,5
vyuflg14,2524251,Karen Anderson,1,0.6,1.8,5
trbrxk58,6273687,Paul Allen,0,-3.8,-2.1,5
qceyoq54,7298944,Tillie Smith,0,-2.1,2.5,5
dotrni24,9764957,Jeffry Hartman,1,-1.2,-1.2,5
zjirhj87,0087291,Malissa Hall,0,0.1,-0.2,2.5
bxhouf93,2236067,Jane Gordon,0,-3.1,-0.7,5
iapvbt29,9479225,Avery Meissner,0,0.7,1.8,5
yyxydn72,9877867,Janetta Lopez,1,-3.1,1.8,5
qxcqgq32,2736862,Erik Wheeler,1,-2.5,1.2,5
rvncfv68,8405937,Garfield Duff,1,-0.6,1.8,2.5
fqoxyb32,3648107,Flor Vig,0,-1.7,0.5,3.3
rcjacb60,7636500,Johanna Newcomb,1,0,1.8,5
mqlynd58,7532840,David Martin,0,-3,-2.3,-5
csatrq77,9356729,Edward Bright,1,-1,0.3,5
gykcnv40,2220448,Diana Lee,0,-3.3,-1.6,5
eipmgi62,7069778,Elsa Book,0,0.4,3,5
woblez12,9556655,Lee Wells,1,-1,0.7,3.8
bhudsq38,9380631,William Crawford,1,-4.4,-4.3,5
wgmzmj32,2903438,Austin Caldwell,1,-0.6,0.6,5
txqfzc51,6109380,Harold Kohnz,0,-0.8,2.1,5
fzuknx60,9979432,Timothy Brown,0,1.2,1.4,2.5
jrhsgy49,7034645,Thomas Bennett,1,-1.1,1.5,5
dkxmdy57,1380458,Myrtle Hiller,0,-2.8,-0.1,5
srrcbo48,4660700,Florence Brund,1,0.4,1.7,5
hhbiat59,0280662,Michael Parish,1,-0.8,3,5
auvopg14,9901123,Grant Freidman,1,0.6,3.4,5
uqwnmz31,4123933,Jay Vargas,1,-2.3,1.2,5
qfditn46,2632294,Theodore Worley,1,-2.5,0.3,5
escbxl18,6304097,Charlene Jacobs,1,0,3,5
jkkwrg05,0026555,Maria Bryant,0,-1.3,-1.5,2.5
eavzjb26,3989547,Robert Garcia,0,1.2,1.2,5
xajuqm49,4723373,Steven Benham,0,-0.8,1.9,5
iziizc40,5369097,Richard Clark,0,-1.8,-0.5,2.5
ykcerf73,6978795,Charles Pitcher,0,-3.8,-2.5,-5
whklpq24,7079944,David Lardizabal,0,-0.7,2.6,5
vbwtkj46,5265132,Todd Torres,0,1.7,1.9,5
eryzer84,3546394,Randall Inabinet,0,-2.3,-1.3,2.5
sepmkq82,4067460,Edward Every,0,-2,2.5,5
ktofol32,7854344,Alberto Tang,0,-2,0,5
yfejqp76,6397647,Meredith Cabral,1,-0.3,0.3,2.5
xtuayy18,1724601,William Mccray,0,-0.2,-1.1,0
zbwtml00,3605099,Donna Moss,0,-1.5,-1.7,1.5
nojhtl11,7333138,Linda Ayers,0,1.5,5,1
bjezmd61,4729896,Andrew Mcmahon,0,1.1,3.3,3
chfwrn53,3128281,Ellen Greigo,0,-2.4,1.7,1
nldqiy84,5077880,Kim Demeter,0,-0.6,-1.9,0
laqblb87,6780130,David Barnum,0,-2.9,-2.5,0
uxtwft22,7741793,Neva Linderman,0,-1.2,0,0
kijulb43,3189419,Robert Haffling,0,5,1.7,0
uaurxv42,2190945,Donald Scholle,0,-3,-2.2,0
phnptn49,1702216,Charles Dean,0,-1.2,-1.7,0
etzfib17,3707257,Catherine Helf,0,0.3,0.8,0
nozqrk22,4450393,Michael Joseph,0,1.2,0.4,0
gjcsrz41,6985608,Walter Adkins,0,0.7,2,0
farvdf95,7573998,Rachel Pontius,0,-1,1,0
ohxqnx77,9177242,Ok Miller,0,-2.4,-2.5,5
krqydz68,2444835,Ella Lyon,0,-1.4,0.6,5
nxrqrn48,9124515,Helen Schlenker,0,-3.8,-1.1,-99
slikbj61,7774827,Kandice Ziemba,0,-1,1.6,0.5
wzbfpq34,3515627,Philip Polson,0,-1.8,0.5,0
swbaxn92,5879447,Roberta Thomas,0,2.3,3.8,2.5
adwgby99,9504941,Dustin Lundy,0,-0.8,1.3,4
ufjrji32,1873451,Glen Reynolds,0,-0.8,1.4,5
nbsojy81,9435498,Tammy Noble,0,0.4,-0,-99
eabxzm83,1259038,Willie Newbury,0,-3.8,-2.2,-99
dbfjem04,4622870,James Lara,0,-4.1,-1.9,5
algjav61,5125177,Juanita Johnson,0,1.4,1,5
zrujdt96,2218987,Michael Damewood,0,2.6,2,5
xwxyml20,4531976,Walter Oun,0,-2.8,0.6,2.9
snbvhy60,1384096,Minerva Vance,0,-2.6,1,5
gtysvt81,6580011,Leo Chase,0,-2.6,-0.3,2.5
tijwpu98,3454808,Michael Ramsay,0,1.1,3.8,5
myiqpd58,8844589,Donna Rodriguez,1,1.1,0.3,5
ieyqbz41,3492404,Allen Gathers,1,-2.5,-0.9,5
qqrybq58,4037479,Michele Manley,1,-1,-0.6,4.9
fyinng36,3678774,Josephine Cagle,0,-0.9,1.4,4.8
llinan51,2536151,Alfredo Hill,0,-0.2,2.2,5
xicxxr27,7258841,Kate Johnson,1,-3.5,0.5,0
agrvbn34,0425750,Justin Tebo,0,1.7,2.4,2.3
rvnagq16,4301594,Gloria Feldman,0,0.2,2,2.5
ycorwz98,0677033,Mary Brown,1,1.3,0.3,2.5
kbxcog70,7758675,Desiree Mcpherson,0,-0.8,-0.1,5
rzjxrc70,2604566,Linda Cardenas,1,-3.2,1.6,5
vbahet99,2224304,Virginia Hartmann,1,-2,0.1,5
gfufhq40,2236506,Richard Thompson,0,-2.7,-1.3,2.5
dxgaxh69,6020160,Ada Parkin,0,-1,0.9,4.8
jkgeca67,1158324,Richard Hicks,1,-2.2,0.1,0
nxubpa20,6240133,Linda Knutson,0,-2.1,2,4.4
jxcmow77,7760307,Effie Jones,1,-1.1,-1.2,5
llsilt28,6120804,Cassandra Gearhart,1,1.4,1.5,2.5
jfyqdg73,1009014,Arthur Kent,0,-1.8,-0.6,5
eaaoee79,2310159,Mary Williamson,1,0.6,0.5,4.2
vscqzp16,4454596,Margo Boyd,0,-2.2,-0.1,5
knfyuq66,0289632,Jenna Wilkinson,1,0.3,1.5,5
fdwjik30,0113849,Wm Watkins,1,-1.6,-0.1,2.5
miennn65,5615228,Thomas Dutra,1,-0.8,-0.6,0
icrhby59,4401699,Ruby Crawford,0,1.1,3.8,5
vkxyyy40,8526633,Mary Burgess,0,-1.6,1.9,5
jovzky46,0686434,Terese Rios,1,0.8,3.8,5
lcgnhf52,1974515,Phillip Tejada,0,-3.5,5,2.5
lhursm53,8569529,Timothy Stainback,0,-1.5,1.7,5
rchtat91,3478733,Richard Fields,0,1.3,3.9,5
eebsbo11,2662450,David Clantz,0,-2.7,3.5,5
lkfmew82,9373325,Robyn Gaskill,1,-2.2,-1.7,5
hgnkpa63,4444235,Robert Hamilton,0,-3.2,-0.9,5
wzthvb06,9601992,Vickie Ayer,0,-1.8,1.2,5
oanmal49,0108939,Donald Markham,1,-1.2,2.5,5
capvwf11,7530181,Mavis Davis,0,-1.2,-1.2,5
evoccq64,3652554,Leonard Valles,0,-0.2,1.2,5
euvaxc70,7498104,Fay Miller,0,-1.5,1.4,2.5
dlplfp58,6716544,Marion Clark,1,-2,0.6,5
lpdkle75,5012341,Gilberto Roberts,1,-1.3,-0,5
vnwxqu48,0562677,Mary Amisano,1,-2,0.6,2.5
ldnfpe09,2754410,Jose Walden,1,-1.5,1,5
ahimdr29,8358862,Kandy Snyder,0,-2,0,2.5
ldlgpx40,3030340,Amanda Grimes,1,0.9,3.5,5
dmysfe64,8930355,Randolph Hernandez,0,-2.4,-0.2,3.3
jnnddi14,8346707,Amy Morris,1,-1.9,-1.5,5
nsuuet17,8998288,Arlene Hanson,0,0.5,0.4,1.2
kwzulg04,7207552,Mark Bennett,0,-0.9,0.6,5
ionawa89,3458812,Georgia Hernandez,0,-1.2,2.7,2.5
sgqcxn82,1916050,Shelly Decker,0,-2.4,0.6,5
ozptvp24,0607389,Marcus Merryman,1,1.2,2.5,5
tokcwu15,8202878,Brad Garcia,1,-2,2.3,2.5
bbgsxu19,7034732,Frank Huckleberry,1,-2.2,-0.7,5
vovldw67,3746682,Terry Bucci,1,-1.4,1.4,5
tqdvns25,3948705,Ka Dover,1,-2.9,-1.2,5
wqfgil85,0613648,Andrew Birden,1,-5,-5,-5
kxipua33,8261214,Hugh Tiller,0,-0.5,3.3,2.5
myiejc61,2228725,Richard Cambridge,1,-2.7,1.7,5
juiefe88,2605083,Travis Savitts,0,-2.5,-0.9,5
ucowqt97,3677578,Sherry Eggers,1,-0.1,3,5
kijqjn75,8680820,Laura Randell,0,-2,1.7,5
ghjaif34,1717439,Alma Herrera,1,-2.4,0.4,0.6
crygkr46,5561732,David Cody,0,-2.7,0.5,5
dqihxz95,7270787,Jason Miller,0,0.1,1.5,2.4
dffouc31,3179221,Robert Hale,1,-3,0.8,5
tqxqrc42,6198917,Shirley Vanmatre,0,0.8,5,5
vsdsrt47,3094568,Laura Harris,0,-1.6,2.5,5
zmmptw02,1292242,Patricia Castaneda,1,-1.2,2.7,5
wkdxaf71,1784794,Robert Cocker,0,-0.3,3.3,5
vtkssh56,9744772,Clarence Lewis,1,0.7,3.3,2.5
yygzrs28,5642391,Gloria Ayers,0,1.2,2.1,5
hjftno32,0898049,Sean Armstrong,1,-2.2,-0.8,5
xbvhjj78,7106662,Sarah Hernandez,1,-1,1.7,5
aqzzks36,1887391,John Arndt,1,-2.5,-0.9,5
fnshrl36,5507624,Ashley Vera,0,-2.2,0,5
iaoufg65,8175696,Christine Baridon,1,-0.2,0.4,5
fisndm49,3768087,Elisha Martinez,1,-1.9,0.8,5
depggl86,6674326,Richard Townsend,0,-1.7,1,5
yeadcv44,7292249,Lynda Gilliam,1,-1.3,2.1,5
kzsiip06,1997752,Benjamin Sanchez,1,-2.2,1.7,2.5
padsmw68,0502995,Steven Rothfuss,1,-0.9,0.7,5
xxmqbo56,8570585,Gloria Horton,0,-2.8,0.6,3.3
ctwpzx49,1206613,Joan Raulston,0,-0.9,3.5,5
wpyguq11,2440969,George Hamilton,0,-2,-1.1,2.5
sgbylm14,3468076,Susan Coble,1,-2.8,-1.7,5
pmhvra41,0053469,George Watson,0,-2.8,-1.3,5
eolsnv37,7344608,Dalia Blair,1,1.5,2.5,5
inglpd52,7044849,Jacqueline Wells,1,-0.1,3,5
rqyzlf39,2600099,Shirley Lewis,0,-1.9,-0.2,5
qnywqe05,4249798,Tasha Crenshaw,0,-3.9,-2.8,-99
wszvde72,9495268,Robert Laws,0,-0.7,2.7,0
sqvgjc22,2671090,Alicia Lynch,1,-2.7,2.2,2.5
fwtepw97,3950024,Garry Appel,1,-2.1,0.2,1.3
hfqvzb97,2641684,Rosanne Lopez,1,-3.4,2.4,2.5
vggprh44,2428921,Matthew Lozano,0,-2.5,0,0
odyhfc35,4932713,Kenneth Frye,1,0.2,4,2.5
xfrsmm67,9352996,William Clark,1,0.7,4,0
hhyfdk94,7530498,Gladys Burge,1,-3.8,3,2.3
msnele54,1008912,Christopher Hawes,1,-3.5,5,0
xavsei57,6742147,John Luken,0,-3.3,-1,-2.5
wyueun55,0850588,Bradley Washington,0,-4.1,-1.8,0
ofrgmg87,4453274,Lisa Aaron,1,-1.3,3.8,0
exxiuc40,3351848,Alan Midgett,1,-1.7,0,0
eavwcr66,5534573,Elmira Wray,1,-1.5,3.5,0
eujgze71,3462013,John Surano,1,-0.5,2.4,0
inehvq55,8782251,Kathryn Guadalupe,1,-2.8,2.7,-99
ttotbn10,3861770,Clara Chason,1,-2.1,-0.8,-99
nbbubi99,3175258,Lillie Mckinney,1,0,1.5,-99
mrbrxv60,0410574,Sadie Cates,0,-3.4,-0.9,-99
cwguuq72,7896768,Sylvia Phillips,1,0.5,1.9,-99
vsgbua84,8507332,Florence Paulson,0,-0.8,1.1,-99
ornejh25,1300873,Nicholle Blackwood,0,-0.3,0.9,-99
yopctp29,0783248,Bernice Hernandez,1,-2.9,0.2,-99
vzirhf73,4854068,Ida Brookshire,1,-2,-0.3,-99
mdsrms31,5721240,Deanna Schank,0,-1.7,0,-99
uwscmz52,6181230,Molly Ellison,0,0,0,-99
jhwsrx45,2112243,Barbara Konon,0,0.7,2.5,0
mlvfcb40,6803731,Cathy Jarman,0,-4,-0.8,0
hdocbs93,1184815,Doris Headley,0,-1.8,-1.1,0
xxhbge15,0549501,Kathleen Kircher,0,-2.8,-0.8,0
fceiwk50,6340345,Jacob Billingsley,0,1.9,2.2,1.7
gvuhdy38,5281196,Henry Maddox,0,-4.2,-0.7,0
wqruyd08,5368209,Richard Nelson,1,-2.9,-2.8,-99
qtwptz13,6818843,Wallace Henriksen,1,-2.8,1.1,-99
qlscjo20,7512943,Alex Earley,0,-5,-3.1,-99
jamiko73,9661631,Daniel Woods,0,-4.4,-2.6,5
wsbzvy62,5873566,Lee Thibodeau,0,-1.4,-0,-99
klsyna97,5398288,Sarah Christian,0,-3.3,1.7,0
spxncx70,8070437,Paula Lira,0,-1.5,-1,0
ycqpuf97,0770289,Janice Finley,0,-3.9,1.7,0
ockelk35,3973183,Martha Kuehn,0,-3.3,0.3,0
keseig67,2736054,James Bearman,0,-1.2,2.5,0
ahrhvd74,1219911,James Huerta,0,-0.6,3.3,-2.5
vakfkz85,6475701,Bernice Calahan,0,-0.1,1.7,-99
rmaahz65,5170010,Sara Self,0,-1.2,0.7,-99
zkldvd51,4685383,Colleen Cressman,0,-0.9,-0.1,-99
dsrebt16,0947572,Irene Dietz,0,2.4,3.9,-99
dgihim84,2356851,David Abbott,0,-0.4,2.1,0
roxebu01,5698590,John Herrera,0,-4.5,-2.6,0
levlqh03,4359243,Justin Barnes,0,-2.3,-2.3,0
aeqles42,4748162,Daniel Kuhl,0,-1.7,1.7,-1.7
edusfk89,7969167,Lynn Bowden,0,-2.8,0.4,0
gflztx07,2532150,Lois Pena,1,-3.6,-2.7,0
ctflac04,8970744,Russell Wells,0,-1.6,1.2,2.5
dsmfuc31,0055517,Lauren Ruby,0,1.3,3.2,0
xsrcxf37,6340481,Elton Robichaux,0,-2.3,3.6,0
llgccy58,7162196,Donnie Beaufort,1,0.1,0.6,3.3
xfgyet92,3851195,Patrick Zuniga,1,-0.9,-0.4,0
eheetr20,1743336,Jessie Sprankle,1,-2,-1.2,0
qwcaca73,1546972,Elton Ernst,0,-2.3,0.7,0
ufypfr74,5433671,Patricia Rudolph,1,-3,1.6,2.5
qdzzjr03,5370875,Christine Mcclimon,1,-2,0.3,0
xgglwi38,2562248,Alexander Mitchem,1,-3.9,-0.2,0
zzmdbq70,4445154,Edward Bagger,1,-4.4,-1.4,0
dkflma87,3745919,Loni Powell,1,-2.2,1.3,0
tkgjhg20,6480545,Geoffrey Crilly,0,-3.6,-2.1,0
dyvjof73,5028179,Barbara Gallegos,0,-1.7,1.2,2.5
qemnih91,8367797,Dixie Wada,1,-4.1,-4.1,0
zlbzrm73,6765203,Rebecca King,1,-1.6,0.8,0
ardmgc54,1701949,Judi Lee,0,-3.9,-0.9,2.9
omdaez75,7523631,Dora Zumbrunnen,1,-4.5,-0.8,0
lcdupp93,2757627,Joseph Whitley,0,-3,-0.7,2.5
qldumv60,2288557,Mark Miller,0,-3.6,0.4,0
wmkbwx83,8661769,Claude Chew,1,-3,-0.7,0
jtwcnx35,6668664,Douglas Wiley,1,-3,1.1,2.5
jjfnst85,1497144,Don Brinkly,1,-2.5,-1.6,0
skxish45,1890900,Gregg Vowles,1,-0.6,-1.7,0
qnvrrb35,1333425,Sharon Eckel,1,-3,-1,0
cprkku94,8209466,Glenn Marcella,1,-0.6,-0.2,0
awmucb86,5630596,Debra Hurlbut,1,-0.5,1.3,-1.1
badqsn28,2034574,Bradley Gonzalez,1,-3.7,0.4,0
ktqbrw01,5097256,Teresa Martinez,1,-1.7,0.4,0
efokhn05,7718599,Mark Voller,1,-4,0.1,0
igycla25,1488738,Judith Rice,1,-1.8,-0.5,2.5
kofjsc16,0735608,Yolanda Rosario,1,-0.3,0.3,0
tppohz79,9517536,Paul Morris,1,-3,1.9,0
pjgwbj98,0738723,Carlos Davila,1,-0.4,-0,0
nytpzz40,5493087,Karen Nail,0,-3.7,0.6,2.5
cumchr89,6877594,Beulah Lott,1,-2.3,2.2,0
qafmdf08,3992929,Helen Crespin,0,-3.5,-0.8,2.5
mjntnw65,8282380,Kim Gilbert,1,-3.8,-1,2.5
xnrntb72,3000892,Richard Schneider,0,-1.7,2.8,0
gnmuek91,4974393,William Godwin,0,-0.5,1.2,5
wzqnql98,7513003,Miriam Crespo,0,-0.7,-1.1,4.2
siesde30,5811188,Donald Knaub,0,0.2,-0.7,2.5
livakk03,2539223,Angelo Davis,0,-2.5,-2.2,3
viceuq25,3312669,Rafael Salgado,1,-1.2,0.8,1.5
ydbbxk61,0664815,Katrina Thompson,0,-1.2,1.7,2
gcmgoa39,4075116,Pandora Smelser,0,-2.4,0.3,1.5
ibbwtn33,2972928,Jesus Leclerc,0,-1,1,2.5
xhkepr09,8467828,Stewart Robyn,0,1.6,2.8,5
dmdbkc05,1728883,Heidi Monaghan,0,-2.5,-2.2,3
kdkaep75,3813848,Jonathan Deckard,0,-1.3,-1.4,1.5
eaayec44,6124187,Jayne Fontenot,0,-2.3,1.2,3
rakcze30,8861426,Angela Clankscales,0,1.8,0.6,3.3
egoclv36,1598328,Helen Snider,0,-0.6,1.2,4.3
wczgso18,8676433,Larry Palencia,0,-0.8,3.3,3
ipyedu60,1972515,James Dougan,0,1,3.8,1
txmnqk08,7941845,Joshua Myers,0,0.3,2.1,5
xbmncx50,6735530,Jessica Singer,0,-1.6,0.7,5
moyzui28,2216886,Howard Mcminn,1,-3.6,-2.2,3
ysxinn71,2594170,Dorothy Perez,1,-1.9,0.2,3
hdfmmn36,7371487,Margaret Martin,0,-1.2,0.7,0.8
quonwn24,0501045,Freddy Cameron,1,-4,-0.3,3
gppyle75,7993409,Juanita Wrobel,1,-5,-3.3,-99
sssptk24,6690786,Sandra Tramble,1,-0.3,0.8,0
mcaswk58,4052542,Richard Miller,0,-0.8,0.6,0
scgzmn08,4857797,Rick Amundson,1,-2.2,0.8,5
dpztrx91,5904421,James Arnold,1,-1.3,2.2,2.5
zfncvf25,8791839,Mary Mason,1,-4,0,0.3
lavqfo32,4479805,Kevin England,1,-3.2,3.3,5
jehakm51,6316294,Peter Rodriguez,1,-1.2,2,5
wwhpol97,7488957,Alvin Wynder,0,-1.7,1.1,-99
bnpoqd07,5274560,Sandra Mcconnell,0,-3.2,1.7,-99
utnnbw59,5232344,Susan Audette,0,-3.3,0,5
nzoevb87,0662238,Evelyn Blair,0,0,2.5,5
tifijc37,9871657,Margaret Kida,0,-1.4,0.2,5
wgwuzm51,5441902,Katie Reynolds,1,-2.4,3.3,5
pivgyp05,8879153,Charles Walker,0,-4.8,-1.7,-99
xssduq02,4036661,Dorothy Crandall,0,-2.3,1.4,5
qmbixb29,4056476,Valerie Wilkerson,0,-2.7,2.7,1
lslusf93,0692836,Clarita Claeys,0,-4.8,0,5
dzuhvd04,1513813,Elizabeth Washington,1,-1.6,-0.2,-99
bxkhxg48,6078983,Adam Rubinstein,1,-2.8,0.4,1
kncghs27,7282424,Katie Silverwood,0,-2.2,0.3,-99
qztclq13,6914880,Dominick Quinn,0,-2.8,0,5
oepakz86,7561334,Terri Coon,0,-3.6,-1.3,5
msspgh21,3287847,Leigh Keller,0,0.1,1,5
mamqvk66,3665293,Carl Chao,0,-1.3,0.6,-99
betrhc79,8380215,Kevin Smith,1,-1.8,1.4,5
emcymf94,1245401,Cheri Hudson,0,-3,-2.2,-99
bmtopl52,2221278,Norman Campbell,1,-2.7,3.3,2.5
utotru45,4931331,Jonathan Hammer,1,-4,-2.5,0
ryuqbr05,0214931,Marvel Coyle,1,-1.5,2.5,5
rgbzef08,5921030,Ruth Hart,0,-0.1,1.7,5
itsmge20,6756606,Ronald Leverett,1,-2.2,1,-99
unrxgo90,1887145,Teresa Jarvis,0,-2.1,-0,2.3
uniczj89,6985744,Linda Shape,0,0,1,0
rrdijp96,0847621,Christina Bowser,0,-1.7,2.5,0
bepywf60,9135499,Paul Shelpman,0,-1.9,-0.8,0
vzzbgs16,4578272,Rivka Huffman,0,1.3,1.2,0
loisnn20,2756548,Johnathan Paige,0,-2.5,0,0
zrjgoo89,1752457,Randy Green,0,-2.2,1,0
bqbdwd51,4133555,Johnny Catlin,0,0,-1.2,0
fzgyvr68,3385985,Raul Horkey,0,0.4,2.5,0
qeqmwt37,0465176,Lorna Evanich,0,1,0.3,-5
aqvjwy74,0339285,Courtney Mccoy,0,-2.2,-1.4,3.3
dgsejj84,5219137,Edward Day,0,-4.6,-0.2,-5
hraxpq49,4932080,Elmer Reed,0,-3.4,-0.8,1.7
gsglxn76,4570807,Winston Corey,0,-1.9,-2,0.4
dwenhy56,8900851,Luella Funk,1,-4.3,0.4,1.7
rtpywx99,4686707,Ryan Lopez,0,-1.5,2,-1.7
upmeao84,5541505,Sophia Kelter,0,-2.2,-0.1,1.7
wopeyi00,3525131,Thomas Everson,0,-0.5,-0.4,-1.7
xslfsp95,4309813,Susan Stewart,0,0.1,-2.7,1.7
dcdyva84,5546935,Ruth Davis,0,-2.6,-0.4,0
vvuaaa90,7852249,Alice Pinette,0,2.9,0.8,2.5
sanpsl51,3474356,Yvonne Lipp,0,-0.9,-0.2,0
mfqrtp93,5772970,Eleanor Morton,0,-1.4,1.2,2.5
elhlbg81,8932838,Evelyn Corda,0,0.8,1.8,0
dlqhsy17,8436350,Milton Sanchez,0,-1.6,0.3,-2.5
oyzdha15,4210965,Michael Kerr,0,-1.5,-0.2,2.5
yomnsw80,5011995,Sonya Reyes,0,-1.5,1.5,2.5
tpneob37,1256636,Sophia Glazener,0,-1.4,0.3,0
cjqrbu06,9582562,Kenneth Callen,0,-2.4,3.8,0
xdzsjo18,6965301,Penelope Zimmerman,0,-0.5,0.8,2.5
ynhsud58,3242385,Kevin Sullivan,0,2.3,3.3,0
rryozu80,8151646,John Green,0,-1.4,0.1,-2.5
lcohke62,2246040,Kristin Barone,0,-3.7,2.1,0
xrfhhz82,4475443,Armando Murphey,0,-3.4,1.4,2.5
tcpdss79,0341098,Mary Cullom,0,-1.5,0.6,0
vodkfd90,0308333,Katherine Darnley,0,-1.1,-0.9,0
wbaxcz25,9704575,Roberto Reed,0,-1.2,0.3,4.8
iydyjy82,5019157,Beverly Lugo,1,2.2,2,2.8
ayvoby86,9040556,Heather Simpson,1,-2.3,-0.2,-0.5
kfklmg27,0926690,Tobie Fowler,0,1.7,1.2,4.1
tvymvh36,4788886,Shanna Shoemaker,0,-1.8,-1.3,3.9
qlazll05,9530044,Robert Peters,0,-2.4,-1,4.2
utwgdd60,0643348,Lucille Hines,0,-5,-3.6,-5
jbyqdj46,3212495,Salena Brigman,1,-0.6,0.9,-0.3
ydgscd68,0061574,Jannie Youssefi,1,-2.4,0.3,3.8
oihtjp15,4606507,George Williams,0,-3.8,-0.4,3.7
dwiena46,5458863,Phyllis Hayes,0,-0.1,1.8,4.8
udfgbc54,8639351,Nellie Humphries,0,1.2,1.9,-99
ontdgu88,3522544,Richard Nelson,1,-4.6,-4.2,-99
qxueqx15,2904334,Matthew Wetherell,0,3.8,3.8,5
wqeywl09,9197274,David Cecil,1,-0.6,1.2,5
qxxpyx25,1912371,Kenneth Fong,1,-0.8,2.3,5
hrbrul52,0921902,Lida Clapham,1,-0,2.1,0
olgbcf03,3387901,Harry Long,0,-2.2,-0.9,1.7
acthye24,4573982,Kathy Searcy,0,-0.4,0.2,0
axdphz50,2980951,Louise Ouzts,0,0.8,1.9,5
qitcvj96,5886622,Jerome Aaron,1,-1.5,0.5,-99
dheuzd68,0533920,George Schaefer,0,-4.2,-2.1,5
juowpg16,8860935,Steven Reynolds,1,-2.3,1,5
gntvyh76,5300643,Mark Lansberry,1,-1.8,1.5,-99
oiyehb35,4854918,Marie Johnson,0,-2.9,-1.5,0
jayrrp05,4175028,Melinda Mahoney,1,1.1,2.8,5
iqjwnd29,6897749,Leona Brophy,0,-0.9,-0.6,5
tnjicj86,3402756,Garry Cooper,0,-2.6,-0.6,2.5
mhougv19,5186480,Janet Brown,0,0.4,1.7,0
vdirpa18,1745151,Michael Heatherly,0,-2,-1.4,0
lgzoyl73,6214924,Thelma Villanueva,0,-0.6,0.8,0
dqloxq14,2389045,Belle Walton,0,2.8,3.3,0
tfledl91,5229378,Alfreda Baker,0,-1.9,-1.2,-99
lbsjte77,3335803,Jack Mathers,1,-2.4,-2.1,5
qecvjj39,7841482,Virginia Davis,1,-0.5,0,-99
fzayhe65,1964057,Patricia Melton,0,-2.3,0.6,5
ldzhqn56,4876536,Leila Taormina,0,-1.3,0,-99
cseuik04,8720923,Craig Schwartz,0,-1.3,0,-99
yakppl46,8812159,Mary Sullivan,0,-1.3,1.8,5
wcrwrc04,6787268,Roberto Todd,1,1.7,2,-2.8
bfwpre18,8386695,Larry Reid,0,-2.9,-2.5,-99
ktvwwf61,4765546,Gary Berube,0,-2.2,1,0
ffyyyn02,6136051,Jan Worley,0,0.6,1,0
ockkvl06,8159666,Kimberly Freeman,0,0.8,0.5,0
lnjtva70,7991141,Edwin Decastro,0,-2.1,1.1,0
kivhlj16,7725522,Dorothy Ramirez,0,-2.7,0.2,0
zzvskp86,5973655,Frederick Cervantes,0,-3.4,-1.1,0
yvlbjy55,4653324,Sarah Kubis,0,-0.3,0.2,2.5
skrgev87,3368409,Penny Frank,0,-0.7,-1.2,0
ijjmti07,4870439,Danny Allen,0,-1.3,-0.8,-2.5
pvllru76,2138316,Martin Craft,0,-3.4,-0.2,0
ivognz43,0367751,Darrell Adam,0,-2.8,-0.3,0
tgucqr69,5281300,Teresa Darnell,0,-3.7,-1,0
owajmk81,8173506,Michael Carreiro,0,-3.1,-1.7,0
epaycp21,2407343,Dennis Morello,0,-1.2,0.2,0
dlhrla32,4941197,Mary Vitt,0,-3.3,-3.3,0
aegzvr11,8784231,Donovan Cook,0,-2.7,0.2,0
exovll13,8459195,Walter Hunter,0,-1.3,0.5,0
zkrboz59,3701851,Jay Fuentes,1,-4,-1.7,-4.1
